route_name,origin,destination,service_type,route_name_simple,type
R,Delemont,Vendlincourt,day,Delemont → Vendlincourt,day
R,Bonfol,Courtetelle,day,Bonfol → Courtetelle,day
R,Neuchatel,Yverdon Les Bains,day,Neuchatel → Yverdon les Bains,day
R,Biel Bienne,Neuchatel Serrieres,day,Biel Bienne → Neuchatel Serrieres,day
R,Yverdon Les Bains,St Blaise Cff,day,Yverdon les Bains → St Blaise Cff,day
R,Biel Bienne,Auvernier,day,Biel Bienne → Auvernier,day
R,Biel Bienne,Neuchatel,day,Biel Bienne → Neuchatel,day
R,Le Locle,La Chaux De Fonds,day,le Locle → la Chaux de Fonds,day
R,Neuchatel,Corcelles Peseux,day,Neuchatel → Corcelles Peseux,day
R,St Imier,Frinvillier Taubenloch,day,St Imier → Frinvillier Taubenloch,day
R,Biel Bienne,Malleray Bevilard,day,Biel Bienne → Malleray Bevilard,day
R,Malleray Bevilard,Sonceboz Sombeval,day,Malleray Bevilard → Sonceboz Sombeval,day
R,Sonceboz Sombeval,Moutier,day,Sonceboz Sombeval → Moutier,day
R,Biel Bienne,Sorvilier,day,Biel Bienne → Sorvilier,day
R,Moutier,Biel Bienne,day,Moutier → Biel Bienne,day
R,Moutier,Reuchenette Pery,day,Moutier → Reuchenette Pery,day
R,Le Landeron,Neuchatel,day,le Landeron → Neuchatel,day
S20,Solothurn,Biel Bienne Bozingenfeld Champ,day,Solothurn → Biel Bienne Bozingenfeld Champ,day
S20,Grenchen Sud,Biel Bienne,day,Grenchen Sud → Biel Bienne,day
S20,Biel Bienne,Solothurn Allmend,day,Biel Bienne → Solothurn Allmend,day
S20,Olten,Deitingen,day,Olten → Deitingen,day
S20,Olten,Oensingen,day,Olten → Oensingen,day
S20,Solothurn,Wangen Bei Olten,day,Solothurn → Wangen Bei Olten,day
S20,Biel Bienne,Solothurn West,day,Biel Bienne → Solothurn West,day
S20,Oensingen,Selzach,day,Oensingen → Selzach,day
S20,Solothurn,Olten Hammer,day,Solothurn → Olten Hammer,day
S20,Langendorf,Egerkingen,day,Langendorf → Egerkingen,day
S20,Langendorf,Hagendorf,day,Langendorf → Hagendorf,day
S20,Langendorf,Oensingen,day,Langendorf → Oensingen,day
S20,Oensingen,Solothurn,day,Oensingen → Solothurn,day
S20,Oberdorf So,Oberbuchsiten,day,Oberdorf So → Oberbuchsiten,day
S20,Oberdorf So,Egerkingen,day,Oberdorf So → Egerkingen,day
S20,Lommiswil,Oberbuchsiten,day,Lommiswil → Oberbuchsiten,day
S20,Lommiswil,Egerkingen,day,Lommiswil → Egerkingen,day
S21,Solothurn,Cremines,day,Solothurn → Cremines,day
S21,Solothurn,Oberdorf So,day,Solothurn → Oberdorf So,day
S21,Moutier,Langendorf,day,Moutier → Langendorf,day
S21,Solothurn,Gansbrunnen,day,Solothurn → Gansbrunnen,day
S23,Baden,Schonenwerd So,day,Baden → Schonenwerd So,day
S23,Aarau,Langenthal,day,Aarau → Langenthal,day
S23,Olten,Lupfig,day,Olten → Lupfig,day
S23,Olten,Langenthal,day,Olten → Langenthal,day
S23,Brugg Ag,Dulliken,day,Brugg Ag → Dulliken,day
S23,Baden,Othmarsingen,day,Baden → Othmarsingen,day
S23,Baden,Dulliken,day,Baden → Dulliken,day
S23,Baden,Aarau,day,Baden → Aarau,day
S23,Aarau,Olten,day,Aarau → Olten,day
S23,Langenthal,Rupperswil,day,Langenthal → Rupperswil,day
S25,Brugg Ag,Muri Ag,day,Brugg Ag → Muri Ag,day
S25,Brugg Ag,Wohlen Ag,day,Brugg Ag → Wohlen Ag,day
S25,Brugg Ag,Dottikon Dintikon,day,Brugg Ag → Dottikon Dintikon,day
S26,Muri Ag,Lenzburg,day,Muri Ag → Lenzburg,day
S26,Muri Ag,Olten,day,Muri Ag → Olten,day
S26,Aarau,Muri Ag,day,Aarau → Muri Ag,day
S26,Wohlen Ag,Lenzburg,day,Wohlen Ag → Lenzburg,day
S26,Lenzburg,Rotkreuz,day,Lenzburg → Rotkreuz,day
S26,Rotkreuz,Hendschiken,day,Rotkreuz → Hendschiken,day
S26,Muri Ag,Daniken So,day,Muri Ag → Daniken So,day
S26,Olten,Boswil Bunzen,day,Olten → Boswil Bunzen,day
S26,Lenzburg,Oberruti,day,Lenzburg → Oberruti,day
S26,Wohlen Ag,Olten,day,Wohlen Ag → Olten,day
S26,Muri Ag,Dulliken,day,Muri Ag → Dulliken,day
S26,Rotkreuz,Muri Ag,day,Rotkreuz → Muri Ag,day
S27,Baden,Bad Zurzach,day,Baden → Zurzach,day
S27,Rekingen Ag,Baden,day,Rekingen Ag → Baden,day
S27,Wettingen,Bad Zurzach,day,Wettingen → Zurzach,day
S27,Baden,Koblenz,day,Baden → Koblenz,day
S27,Koblenz,Bad Zurzach,day,Koblenz → Zurzach,day
S27,Turgi,Bad Zurzach,day,Turgi → Zurzach,day
S28,Lenzburg,Zofingen,day,Lenzburg → Zofingen,day
S28,Suhr,Zofingen,day,Suhr → Zofingen,day
S28,Lenzburg,Suhr,day,Lenzburg → Suhr,day
S28,Lenzburg,Kolliken,day,Lenzburg → Kolliken,day
S28,Suhr,Kolliken,day,Suhr → Kolliken,day
S28,Kolliken,Zofingen,day,Kolliken → Zofingen,day
S29,Olten,Sursee,day,Olten → Sursee,day
S29,Brugg Ag,Brittnau Wikon,day,Brugg Ag → Brittnau Wikon,day
S29,Aarau,Turgi,day,Aarau → Turgi,day
S29,Turgi,Zofingen,day,Turgi → Zofingen,day
S29,Aarau,Zofingen,day,Aarau → Zofingen,day
S29,Zofingen,Rupperswil,day,Zofingen → Rupperswil,day
S29,Olten,Zofingen,day,Olten → Zofingen,day
S29,Turgi,Olten,day,Turgi → Olten,day
S29,Rupperswil,Olten,day,Rupperswil → Olten,day
S29,Turgi,Brugg Ag,day,Turgi → Brugg Ag,day
S29,Zofingen,Brugg Ag,day,Zofingen → Brugg Ag,day
S29,Zofingen,Wildegg,day,Zofingen → Wildegg,day
S29,Baden,Daniken So,day,Baden → Daniken So,day
S29,Baden,Brugg Ag,day,Baden → Brugg Ag,day
S29,Aarau,Brugg Ag,day,Aarau → Brugg Ag,day
S29,Aarau,Wildegg,day,Aarau → Wildegg,day
TGV,Mulhouse,Zurich Hb,day,Mulhouse → Zurich Hb,day
TGV,Paris Gare De Lyon,Zurich Hb,day,Paris de Lyon → Zurich Hb,day
TGV,Frasne,Lausanne,day,Frasne → Lausanne,day
TGV,Bellegarde Sur Valserine,Lausanne,day,Bellegarde Sur Valserine → Lausanne,day
TGV,Bellegarde Sur Valserine,Geneve,day,Bellegarde Sur Valserine → Geneve,day
TGV,Geneve,Paris Gare De Lyon,day,Geneve → Paris de Lyon,day
IC3,Zurich Hb,Lachen Sz,day,Zurich Hb → Lachen Sz,day
RJX,Wien Hbf,Zurich Hb,day,Wien → Zurich Hb,day
SN,Winterthur,Glanzenberg,day,Winterthur → Glanzenberg,day
SN,Olten,Mellingen Heitersberg,day,Olten → Mellingen Heitersberg,day
SN,Olten,Schlieren,day,Olten → Schlieren,day
SN,Olten,Killwangen Spreitenbach,day,Olten → Killwangen Spreitenbach,day
SN,Zurich Hb,Winterthur,day,Zurich Hb → Winterthur,day
SN,Aarau,Neuenhof,day,Aarau → Neuenhof,day
SN,Aarau,Glanzenberg,day,Aarau → Glanzenberg,day
SN,Pfaffikon Sz,Rapperswil Sg,day,Pfaffikon Sz → Rapperswil Sg,day
SN,Rapperswil Sg,Zurich Hardbrucke,day,Rapperswil Sg → Zurich Hardbrucke,day
SN,Zurich Hb,Seedamm,day,Zurich Hb → Seedamm,day
SN,Knonau,Zurich Hardbrucke,day,Knonau → Zurich Hardbrucke,day
SN,Affoltern Am Albis,Zurich Stadelhofen,day,Affoltern Am Albis → Zurich Stadelhofen,day
SN,Pfaffikon Sz,Uster,day,Pfaffikon Sz → Uster,day
SN,Zurich Hb,Wurenlos,day,Zurich Hb → Wurenlos,day
SN,Wurenlos,Zurich Stadelhofen,day,Wurenlos → Zurich Stadelhofen,day
SN,Winterthur,Zurich Affoltern,day,Winterthur → Zurich Affoltern,day
SN,Zurich Hb,Bassersdorf,day,Zurich Hb → Bassersdorf,day
SN,Zurich Hb,Meilen,day,Zurich Hb → Meilen,day
SN,Stafa,Zollikon,day,Stafa → Zollikon,day
SN,Uetikon,Zurich Stadelhofen,day,Uetikon → Zurich Stadelhofen,day
SN,Bassersdorf,Zollikon,day,Bassersdorf → Zollikon,day
SN,Bassersdorf,Erlenbach Zh,day,Bassersdorf → Erlenbach Zh,day
SN,Pfaffikon Sz,Ruschlikon,day,Pfaffikon Sz → Ruschlikon,day
SN,Effretikon,Ruschlikon,day,Effretikon → Ruschlikon,day
SN,Rapperswil Sg,Horgen,day,Rapperswil Sg → Horgen,day
SN,Pfaffikon Zh,Zurich Enge,day,Pfaffikon Zh → Zurich Enge,day
SN,Lachen Sz,Oberrieden,day,Lachen Sz → Oberrieden,day
SN,Uster,Glattbrugg,day,Uster → Glattbrugg,day
SN,Bulach,Stettbach,day,Bulach → Stettbach,day
SN,Olten,Sempach Neuenkirch,day,Olten → Sempach Neuenkirch,day
SN,Lausanne,Essert Pittet,day,Lausanne → Essert Pittet,day
SN,Lausanne,Eclepens,day,Lausanne → Eclepens,day
SN,Lausanne,Cossonay Penthalaz,day,Lausanne → Cossonay Penthalaz,day
SN,Allaman,Lausanne,day,Allaman → Lausanne,day
SN,Allaman,Morges,day,Allaman → Morges,day
SN,St Maurice,Burier,day,St Maurice → Burier,day
SN,Lausanne,Le Day,day,Lausanne → le Day,day
SN,Lausanne,Renens Vd,day,Lausanne → Renens Vd,day
SN,Vallorbe,Prilly Malley,day,Vallorbe → Prilly Malley,day
SN,Vallorbe,La Sarraz,day,Vallorbe → la Sarraz,day
SN,Palezieux,Lausanne,day,Palezieux → Lausanne,day
SN,Grandson,Bussigny,day,Grandson → Bussigny,day
SN,Murten Morat,Lucens,day,Murten Morat → Lucens,day
SN,Payerne,Moreillon,day,Payerne → Moreillon,day
SN,Lausanne,Chatillens,day,Lausanne → Chatillens,day
SN,Lausanne,Vauderens,day,Lausanne → Vauderens,day
SN,Villeneuve Vd,Rivaz,day,Villeneuve Vd → Rivaz,day
S30,Payerne,Yverdon Les Bains,day,Payerne → Yverdon les Bains,day
S30,Payerne,Fribourg Freiburg,day,Payerne → Fribourg Freiburg,day
S30,Fribourg Freiburg,Estavayer Le Lac,day,Fribourg Freiburg → Estavayer le Lac,day
S30,Yverdon Les Bains,Grolley,day,Yverdon les Bains → Grolley,day
S30,Payerne,Givisiez,day,Payerne → Givisiez,day
S30,Givisiez,Cheyres,day,Givisiez → Cheyres,day
R,Le Day,Vallorbe,day,le Day → Vallorbe,day
S25,Pfaffikon Sz,Reichenburg,day,Pfaffikon Sz → Reichenburg,day
S6,Regensdorf Watt,Baden,day,Regensdorf Watt → Baden,day
S25,Zurich Hb,Reichenburg,day,Zurich Hb → Reichenburg,day
S6,Regensdorf Watt,Wettingen,day,Regensdorf Watt → Wettingen,day
R,Payerne,La Conversion,day,Payerne → la Conversion,day
R,Lausanne,Lucens,day,Lausanne → Lucens,day
R,Payerne,Palezieux,day,Payerne → Palezieux,day
S90,Bellinzona,Lugano,day,Bellinzona → Lugano,day
S90,Giubiasco,Lugano,day,Giubiasco → Lugano,day
S,Schaffhausen,Bulach,day,Schaffhausen → Bulach,day
S,Rapperswil Sg,Stettbach,day,Rapperswil Sg → Stettbach,day
S,Rafz,Zurich Oerlikon,day,Rafz → Zurich Oerlikon,day
S,Rafz,Zurich Hb,day,Rafz → Zurich Hb,day
S1,Basel Sbb,Stein Sackingen,day,Basel Sbb → Stein Sackingen,day
S1,Frick,Pratteln,day,Frick → Pratteln,day
S1,Brugg Ag,Frick,day,Brugg Ag → Frick,day
S3,Basel Sbb,Gelterkinden,day,Basel Sbb → Gelterkinden,day
S3,Basel Sbb,Tecknau,day,Basel Sbb → Tecknau,day
S3,Basel Sbb,Laufen,day,Basel Sbb → Laufen,day
S1,Laufenburg,Stein Sackingen,day,Laufenburg → Stein Sackingen,day
S1,Laufenburg,Muttenz,day,Laufenburg → Muttenz,day
S32,Sissach,Basel Sbb,day,Sissach → Basel Sbb,day
S9,Trimbach,Sissach,day,Trimbach → Sissach,day
S9,Olten,Sissach,day,Olten → Sissach,day
S1,Brugg Ag,Pratteln Salina Raurica,day,Brugg Ag → Pratteln Salina Raurica,day
S1,Frick,Basel Sbb,day,Frick → Basel Sbb,day
S1,Basel Sbb,Pratteln,day,Basel Sbb → Pratteln,day
S1,Laufenburg,Basel Sbb,day,Laufenburg → Basel Sbb,day
S3,Olten,Muttenz,day,Olten → Muttenz,day
S3,Lausen,Basel Sbb,day,Lausen → Basel Sbb,day
S3,Laufen,Muttenz,day,Laufen → Muttenz,day
S3,Aesch Bl,Lausen,day,Aesch Bl → Lausen,day
S3,Olten,Basel Dreispitz,day,Olten → Basel Dreispitz,day
S3,Laufen,Basel St Jakob,day,Laufen → Basel St Jakob,day
S3,Basel Sbb,Frenkendorf Fullinsdorf,day,Basel Sbb → Frenkendorf Fullinsdorf,day
S3,Laufen,Munchenstein,day,Laufen → Munchenstein,day
S3,Aesch Bl,Basel Sbb,day,Aesch Bl → Basel Sbb,day
R,Vallorbe,Le Sentier L Orient,day,Vallorbe → le Sentier L Orient,day
R,Vallorbe,Le Pont,day,Vallorbe → le Pont,day
R,Le Day,Chez Le Maitre Ecoles,day,le Day → Chez le Maitre Ecoles,day
R,Le Day,Le Pont,day,le Day → le Pont,day
R,Le Brassus,Le Pont,day,le Brassus → le Pont,day
S33,Basel Sbb,Liestal,day,Basel Sbb → Liestal,day
S6,Zurich Tiefenbrunnen,Uetikon,day,Zurich Tiefenbrunnen → Uetikon,day
S9,Sissach,Laufelfingen,day,Sissach → Laufelfingen,day
S,Zurich Hb,Zurich Flughafen,day,Zurich Hb → Zurich Flughafen,day
S,Winterthur,Zurich Flughafen,day,Winterthur → Zurich Flughafen,day
S,Zurich Flughafen,Effretikon,day,Zurich Flughafen → Effretikon,day
S,Schaffhausen,Winterthur,day,Schaffhausen → Winterthur,day
S24,Weinfelden,Oberwinterthur,day,Weinfelden → Oberwinterthur,day
RE,Neuchatel,Pontarlier,day,Neuchatel → Pontarlier,day
RE,Bern,Pontarlier,day,Bern → Pontarlier,day
RE,Neuchatel,Bern,day,Neuchatel → Bern,day
TER,Labergement Sainte Marie,Vallorbe,day,Labergement Sainte Marie → Vallorbe,day
S2,Ziegelbrucke,Wadenswil,day,Ziegelbrucke → Wadenswil,day
S2,Pfaffikon Sz,Zurich Flughafen,day,Pfaffikon Sz → Zurich Flughafen,day
S2,Ziegelbrucke,Zurich Enge,day,Ziegelbrucke → Zurich Enge,day
S2,Zurich Flughafen,Wadenswil,day,Zurich Flughafen → Wadenswil,day
S3,Effretikon,Wetzikon Zh,day,Effretikon → Wetzikon Zh,day
S3,Hinwil,Zurich Stadelhofen,day,Hinwil → Zurich Stadelhofen,day
S3,Zurich Hb,Wetzikon Zh,day,Zurich Hb → Wetzikon Zh,day
S3,Zurich Hardbrucke,Kempten,day,Zurich Hardbrucke → Kempten,day
S3,Bulach,Effretikon,day,Bulach → Effretikon,day
RE,Vevey,Geneve,day,Vevey → Geneve,day
RE,Vevey,Coppet,day,Vevey → Coppet,day
RE,Vevey,Nyon,day,Vevey → Nyon,day
RE,Vevey,Renens Vd,day,Vevey → Renens Vd,day
RE,Morges,Geneve,day,Morges → Geneve,day
RE,Coppet,Lausanne,day,Coppet → Lausanne,day
RE,Geneve,Coppet,day,Geneve → Coppet,day
RE,Nyon,Lausanne,day,Nyon → Lausanne,day
RE,Vevey,Versoix,day,Vevey → Versoix,day
RE,Lausanne,Lancy Pont Rouge,day,Lausanne → Lancy Pont Rouge,day
RE,Annemasse,Gland,day,Annemasse → Gland,day
RE,St Maurice,Allaman,day,St Maurice → Allaman,day
RE,Villeneuve Vd,Nyon,day,Villeneuve Vd → Nyon,day
RE,St Maurice,Morges,day,St Maurice → Morges,day
RE,Geneve Aeroport,Coppet,day,Geneve Aeroport → Coppet,day
RE,Geneve Aeroport,Morges,day,Geneve Aeroport → Morges,day
RE,Lausanne,Vevey,day,Lausanne → Vevey,day
RE,Geneve,Annemasse,day,Geneve → Annemasse,day
RE,Martigny,Morges,day,Martigny → Morges,day
RE,Martigny,Renens Vd,day,Martigny → Renens Vd,day
RE,Geneve Aeroport,Prilly Malley,day,Geneve Aeroport → Prilly Malley,day
RE,Sion,Lausanne,day,Sion → Lausanne,day
S5,Zurich Hb,Rapperswil Sg,day,Zurich Hb → Rapperswil Sg,day
S5,Zurich Hb,Mettmenstetten,day,Zurich Hb → Mettmenstetten,day
S5,Zurich Hb,Affoltern Am Albis,day,Zurich Hb → Affoltern Am Albis,day
S5,Zug,Urdorf Weihermatt,day,Zug → Urdorf Weihermatt,day
S5,Rapperswil Sg,Zurich Altstetten,day,Rapperswil Sg → Zurich Altstetten,day
S5,Schlieren,Jona,day,Schlieren → Jona,day
S5,Wetzikon Zh,Bonstetten Wettswil,day,Wetzikon Zh → Bonstetten Wettswil,day
S5,Schlieren,Zurich Hb,day,Schlieren → Zurich Hb,day
S6,Regensdorf Watt,Zurich Tiefenbrunnen,day,Regensdorf Watt → Zurich Tiefenbrunnen,day
S6,Baden,Zurich Oerlikon,day,Baden → Zurich Oerlikon,day
S6,Zurich Hardbrucke,Herrliberg Feldmeilen,day,Zurich Hardbrucke → Herrliberg Feldmeilen,day
S6,Kusnacht Zh,Zurich Affoltern,day,Kusnacht Zh → Zurich Affoltern,day
S6,Kusnacht Zh,Zurich Hb,day,Kusnacht Zh → Zurich Hb,day
S6,Wettingen,Zurich Hardbrucke,day,Wettingen → Zurich Hardbrucke,day
S6,Kusnacht Zh,Buchs Dallikon,day,Kusnacht Zh → Buchs Dallikon,day
S6,Kusnacht Zh,Regensdorf Watt,day,Kusnacht Zh → Regensdorf Watt,day
S6,Regensdorf Watt,Kusnacht Goldbach,day,Regensdorf Watt → Kusnacht Goldbach,day
S6,Zurich Hb,Zurich Tiefenbrunnen,day,Zurich Hb → Zurich Tiefenbrunnen,day
S7,Zurich Tiefenbrunnen,Effretikon,day,Zurich Tiefenbrunnen → Effretikon,day
S7,Zurich Tiefenbrunnen,Winterthur,day,Zurich Tiefenbrunnen → Winterthur,day
S7,Winterthur,Zurich Stadelhofen,day,Winterthur → Zurich Stadelhofen,day
S7,Winterthur,Uetikon,day,Winterthur → Uetikon,day
S7,Winterthur,Meilen,day,Winterthur → Meilen,day
S7,Rapperswil Sg,Zurich Stadelhofen,day,Rapperswil Sg → Zurich Stadelhofen,day
S7,Stafa,Kloten Balsberg,day,Stafa → Kloten Balsberg,day
S7,Uetikon,Bassersdorf,day,Uetikon → Bassersdorf,day
S7,Uetikon,Kemptthal,day,Uetikon → Kemptthal,day
S7,Stafa,Bassersdorf,day,Stafa → Bassersdorf,day
S8,Zurich Hb,Au Zh,day,Zurich Hb → Au Zh,day
S8,Rapperswil Sg,Oberrieden,day,Rapperswil Sg → Oberrieden,day
S8,Winterthur,Kilchberg Zh,day,Winterthur → Kilchberg Zh,day
S8,Ziegelbrucke,Bach Sz,day,Ziegelbrucke → Bach Sz,day
S9,Zurich Hb,Eglisau,day,Zurich Hb → Eglisau,day
S9,Zurich Hb,Uster,day,Zurich Hb → Uster,day
S9,Jestetten,Rumlang,day,Jestetten → Rumlang,day
S9,Uster,Oberglatt Zh,day,Uster → Oberglatt Zh,day
S9,Dubendorf,Niederglatt Zh,day,Dubendorf → Niederglatt Zh,day
S9,Dubendorf,Zurich Hb,day,Dubendorf → Zurich Hb,day
S,Oberwinterthur,Zurich Hb,day,Oberwinterthur → Zurich Hb,day
S42,Muri Ag,Zurich Hb,day,Muri Ag → Zurich Hb,day
S,Zurich Hb,Bubikon,day,Zurich Hb → Bubikon,day
S11,Zurich Hb,Othmarsingen,day,Zurich Hb → Othmarsingen,day
S11,Winterthur,Seuzach,day,Winterthur → Seuzach,day
S11,Winterthur,Wila,day,Winterthur → Wila,day
S11,Winterthur,Sennhof Kyburg,day,Winterthur → Sennhof Kyburg,day
S11,Seuzach,Zurich Altstetten,day,Seuzach → Zurich Altstetten,day
S11,Winterthur,Killwangen Spreitenbach,day,Winterthur → Killwangen Spreitenbach,day
S11,Aarau,Schlieren,day,Aarau → Schlieren,day
S11,Lenzburg,Zurich Hardbrucke,day,Lenzburg → Zurich Hardbrucke,day
S11,Wila,Stettbach,day,Wila → Stettbach,day
S11,Winterthur Seen,Glanzenberg,day,Winterthur Seen → Glanzenberg,day
S11,Winterthur Seen,Zurich Hb,day,Winterthur Seen → Zurich Hb,day
S11,Aarau,Zurich Altstetten,day,Aarau → Zurich Altstetten,day
S11,Zurich Hb,Sennhof Kyburg,day,Zurich Hb → Sennhof Kyburg,day
S11,Sennhof Kyburg,Schlieren,day,Sennhof Kyburg → Schlieren,day
S12,Zurich Hb,Baden,day,Zurich Hb → Baden,day
S12,Winterthur,Sirnach,day,Winterthur → Sirnach,day
S12,Brugg Ag,Zurich Altstetten,day,Brugg Ag → Zurich Altstetten,day
S12,Winterthur,Dietikon,day,Winterthur → Dietikon,day
S12,Wil Sg,Winterthur Gruze,day,Wil Sg → Winterthur Gruze,day
S12,Brugg Ag,Zurich Hardbrucke,day,Brugg Ag → Zurich Hardbrucke,day
S12,Schaffhausen,Stettbach,day,Schaffhausen → Stettbach,day
S12,Dachsen,Zurich Hardbrucke,day,Dachsen → Zurich Hardbrucke,day
S12,Dachsen,Winterthur,day,Dachsen → Winterthur,day
S14,Rapperswil Sg,Dubendorf,day,Rapperswil Sg → Dubendorf,day
S14,Zurich Hb,Hinwil,day,Zurich Hb → Hinwil,day
S14,Affoltern Am Albis,Wallisellen,day,Affoltern Am Albis → Wallisellen,day
S14,Hinwil,Zurich Altstetten,day,Hinwil → Zurich Altstetten,day
S14,Zurich Altstetten,Wetzikon Zh,day,Zurich Altstetten → Wetzikon Zh,day
S14,Hinwil,Zurich Oerlikon,day,Hinwil → Zurich Oerlikon,day
S14,Zurich Oerlikon,Wetzikon Zh,day,Zurich Oerlikon → Wetzikon Zh,day
S14,Hinwil,Wetzikon Zh,day,Hinwil → Wetzikon Zh,day
S15,Oberglatt Zh,Niederweningen,day,Oberglatt Zh → Niederweningen,day
S15,Rapperswil Sg,Zurich Oerlikon,day,Rapperswil Sg → Zurich Oerlikon,day
S15,Zurich Hb,Schofflisdorf Oberweningen,day,Zurich Hb → Schofflisdorf Oberweningen,day
S15,Niederweningen,Zurich Oerlikon,day,Niederweningen → Zurich Oerlikon,day
S15,Oberglatt Zh,Bubikon,day,Oberglatt Zh → Bubikon,day
S15,Wetzikon Zh,Niederhasli,day,Wetzikon Zh → Niederhasli,day
S15,Oberglatt Zh,Zurich Hb,day,Oberglatt Zh → Zurich Hb,day
S16,Rapperswil Sg,Winkel Am Zurichsee,day,Rapperswil Sg → Winkel Am Zurichsee,day
S16,Zurich Hb,Herrliberg Feldmeilen,day,Zurich Hb → Herrliberg Feldmeilen,day
S16,Zurich Tiefenbrunnen,Herrliberg Feldmeilen,day,Zurich Tiefenbrunnen → Herrliberg Feldmeilen,day
S16,Meilen,Zurich Tiefenbrunnen,day,Meilen → Zurich Tiefenbrunnen,day
S16,Zurich Flughafen,Erlenbach Zh,day,Zurich Flughafen → Erlenbach Zh,day
S16,Herrliberg Feldmeilen,Zurich Oerlikon,day,Herrliberg Feldmeilen → Zurich Oerlikon,day
S19,Dietikon,Pfaffikon Zh,day,Dietikon → Pfaffikon Zh,day
S19,Koblenz,Zurich Hb,day,Koblenz → Zurich Hb,day
S19,Pfaffikon Zh,Baden,day,Pfaffikon Zh → Baden,day
S19,Dietikon,Effretikon,day,Dietikon → Effretikon,day
S19,Effretikon,Turgi,day,Effretikon → Turgi,day
S19,Effretikon,Dottingen,day,Effretikon → Dottingen,day
S19,Effretikon,Zurich Hb,day,Effretikon → Zurich Hb,day
S20,Uerikon,Zurich Hardbrucke,day,Uerikon → Zurich Hardbrucke,day
S21,Zurich Hb,Regensdorf Watt,day,Zurich Hb → Regensdorf Watt,day
S,Ziegelbrucke,Lachen Sz,day,Ziegelbrucke → Lachen Sz,day
S33,Schaffhausen,Henggart,day,Schaffhausen → Henggart,day
S24,Winterthur,Marstetten,day,Winterthur → Marstetten,day
S24,Zurich Hb,Baar,day,Zurich Hb → Baar,day
S24,Zurich Hb,Neuhausen,day,Zurich Hb → Neuhausen,day
S24,Zurich Hb,Andelfingen,day,Zurich Hb → Andelfingen,day
S24,Winterthur,Zurich Enge,day,Winterthur → Zurich Enge,day
S24,Zug,Zurich Wiedikon,day,Zug → Zurich Wiedikon,day
S24,Zurich Wipkingen,Rickenbach Attikon,day,Zurich Wipkingen → Rickenbach Attikon,day
S24,Thalwil,Zurich Flughafen,day,Thalwil → Zurich Flughafen,day
S24,Schaffhausen,Zurich Wipkingen,day,Schaffhausen → Zurich Wipkingen,day
S24,Zurich Oerlikon,Oberrieden Dorf,day,Zurich Oerlikon → Oberrieden Dorf,day
S24,Andelfingen,Zurich Wiedikon,day,Andelfingen → Zurich Wiedikon,day
S24,Zurich Wipkingen,Effretikon,day,Zurich Wipkingen → Effretikon,day
S24,Effretikon,Kilchberg Zh,day,Effretikon → Kilchberg Zh,day
S25,Ziegelbrucke,Luchsingen Hatzingen,day,Ziegelbrucke → Luchsingen Hatzingen,day
S25,Nafels Mollis,Diesbach Betschwanden,day,Nafels Mollis → Diesbach Betschwanden,day
S25,Pfaffikon Sz,Glarus,day,Pfaffikon Sz → Glarus,day
S25,Lachen Sz,Mitlodi,day,Lachen Sz → Mitlodi,day
S25,Pfaffikon Sz,Ziegelbrucke,day,Pfaffikon Sz → Ziegelbrucke,day
S25,Linthal,Ennenda,day,Linthal → Ennenda,day
S25,Ziegelbrucke,Zurich Hb,day,Ziegelbrucke → Zurich Hb,day
S25,Zurich Hb,Ennenda,day,Zurich Hb → Ennenda,day
S25,Lachen Sz,Nidfurn Haslen,day,Lachen Sz → Nidfurn Haslen,day
S25,Lachen Sz,Schwanden Gl,day,Lachen Sz → Schwanden Gl,day
S24,Schaffhausen,Thayngen,day,Schaffhausen → Thayngen,day
S27,Koblenz,Waldshut,day,Koblenz → Waldshut,day
S27,Baden,Waldshut,day,Baden → Waldshut,day
S27,Waldshut,Wettingen,day,Waldshut → Wettingen,day
S27,Waldshut,Turgi,day,Waldshut → Turgi,day
S24,Zurich Flughafen,Frauenfeld,day,Zurich Flughafen → Frauenfeld,day
S24,Schaffhausen,Zurich Flughafen,day,Schaffhausen → Zurich Flughafen,day
S1,Ebikon,Zug Chollermuli,day,Ebikon → Zug Chollermuli,day
S1,Rotkreuz,Zug,day,Rotkreuz → Zug,day
S1,Zug,Root D4,day,Zug → Root D4,day
S1,Zug,Baar,day,Zug → Baar,day
S1,Emmenbrucke,Sursee,day,Emmenbrucke → Sursee,day
S1,Rothenburg Station,Sursee,day,Rothenburg Station → Sursee,day
S1,Sursee,Ebikon,day,Sursee → Ebikon,day
S1,Luzern,Zug Chollermuli,day,Luzern → Zug Chollermuli,day
S1,Emmenbrucke,Cham Alpenblick,day,Emmenbrucke → Cham Alpenblick,day
