route_name,origin,destination,service_type,route_name_simple,origin_country,destination_country,distance_km,type
E,Bobigny Pablo Picasso,Chelles Gournay Rer,night,Bobigny Pablo Picasso → Chelles Gournay Rer,FR,FR,10.5,night
E,Bobigny Pablo Picasso,Gare De Chelles Gournay,night,Bobigny Pablo Picasso → de Chelles Gournay,FR,FR,10.48,night
RB,Dettenhausen,Boblingen,night,Dettenhausen → Boblingen,CH,CH,11.15,night
RB,Holzgerlingen Bahnhof,Boblingen,night,Holzgerlingen Bahnhof → Boblingen,CH,CH,5.59,night
TER,Boen,Saint Etienne Chateaucreux,night,Boen → Saint Etienne Chateaucreux,CH,CH,45.15,night
E,Gare De Tournan,Bois Perrier Rer Rosny 2,night,de Tournan → Bois Perrier Rer Rosny 2,FR,FR,25.81,night
E,Bois Perrier Rer Rosny 2,Noisy Le Grand Mont D Est Rer Quai 3,night,Bois Perrier Rer Rosny 2 → Noisy le Grand Mont D Est Rer Quai 3,FR,FR,6.96,night
E,Gare De Noisy Le Grand Mont D Est,Bois Perrier Rer,night,de Noisy le Grand Mont D Est → Bois Perrier Rer,FR,FR,6.92,night
E,Gare De Tournan Rue Geores Clemenceau,Bois Perrier Rer,night,de Tournan Rue Geores Clemenceau → Bois Perrier Rer,FR,FR,25.8,night
J,Boissy L Aillerie,Gare Saint Lazare,night,Boissy L Aillerie → Saint Lazare,FR,FR,31.02,night
A,Boissy Saint Leger,Cergy Le Haut,night,Boissy Saint Leger → Cergy le Haut,FR,FR,48.8,night
A,Boissy Saint Leger,La Defense,night,Boissy Saint Leger → la Defense,FR,FR,24.93,night
A,Nanterre Prefecture,Boissy Saint Leger,night,Nanterre Prefecture → Boissy Saint Leger,FR,FR,26.07,night
A,Boissy Saint Leger,Poissy,night,Boissy Saint Leger → Poissy,FR,FR,39.45,night
A,Boissy Saint Leger,Rueil Malmaison,night,Boissy Saint Leger → Rueil Malmaison,FR,FR,28.6,night
A,Saint Germain En Laye,Boissy Saint Leger,night,Saint Germain En Laye → Boissy Saint Leger,FR,FR,34.11,night
A,Boissy Saint Leger,Sartrouville,night,Boissy Saint Leger → Sartrouville,FR,FR,32.73,night
A,Vincennes,Boissy Saint Leger,night,Vincennes → Boissy Saint Leger,FR,FR,11.81,night
S7,Worblaufen,Bolligen,night,Worblaufen → Bolligen,CH,CH,3.19,night
R,Delemont,Bonfol,night,Delemont → Bonfol,CH,CH,19.28,night
R,Bonfol,Porrentruy,night,Bonfol → Porrentruy,CH,CH,8.19,night
S5,Pfaffikon Sz,Bonstetten Wettswil,night,Pfaffikon Sz → Bonstetten Wettswil,CH,CH,27.09,night
S5,Rapperswil Sg,Bonstetten Wettswil,night,Rapperswil Sg → Bonstetten Wettswil,CH,CH,28.59,night
S5,Bonstetten Wettswil,Zug,night,Bonstetten Wettswil → Zug,CH,CH,17.29,night
S5,Bonstetten Wettswil,Zurich Hb,night,Bonstetten Wettswil → Zurich Hb,CH,CH,7.95,night
TGV,Bordeaux St Jean,Strasbourg,night,Bordeaux St Jean → Strasbourg,CH,CH,757.2,night
R,Boudry Littorail,Neuchatel Place Pury Littorail,night,Boudry Littorail → Neuchatel Place Pury Littorail,CH,CH,8.08,night
R,Villars Sur Ollon,Bouquetins,night,Villars Sur Ollon → Bouquetins,CH,CH,2.56,night
TER,Bourg En Bresse,Dijon,night,Bourg En Bresse → Dijon,CH,CH,125.69,night
TER,Lons Le Saunier,Bourg En Bresse,night,Lons le Saunier → Bourg En Bresse,CH,CH,58.13,night
TER,Lyon Perrache,Bourg En Bresse,night,Lyon Perrache → Bourg En Bresse,CH,CH,58.54,night
TER,Bourg En Bresse,Lyon Vaise,night,Bourg En Bresse → Lyon Vaise,CH,CH,56.45,night
TER,Bourg En Bresse,Macon,night,Bourg En Bresse → Macon,CH,CH,32.1,night
TER,Oyonnax,Bourg En Bresse,night,Oyonnax → Bourg En Bresse,CH,CH,34.37,night
TGV,Brest F,Bourg Saint Maurice,night,Brest F → Bourg Saint Maurice,CH,CH,906.02,night
TER,Chambery Challes Les Eaux,Bourg Saint Maurice,night,Chambery Challes les Eaux → Bourg Saint Maurice,CH,CH,66.49,night
TGV,Le Havre,Bourg Saint Maurice,night,le Havre → Bourg Saint Maurice,CH,CH,658.57,night
TGV,Lille Flandres,Bourg Saint Maurice,night,Lille Flandres → Bourg Saint Maurice,CH,CH,621.78,night
TER,Lyon Part Dieu,Bourg Saint Maurice,night,Lyon Part Dieu → Bourg Saint Maurice,CH,CH,149.32,night
TGV,Nantes,Bourg Saint Maurice,night,Nantes → Bourg Saint Maurice,CH,CH,661.21,night
TGV,Bourg Saint Maurice,Paris Gare De Lyon,night,Bourg Saint Maurice → Paris de Lyon,CH,CH,488.64,night
TGV,Quimper,Bourg Saint Maurice,night,Quimper → Bourg Saint Maurice,CH,CH,867.14,night
TGV,Rennes,Bourg Saint Maurice,night,Rennes → Bourg Saint Maurice,CH,CH,698.43,night
TER,Commentry,Bourges,night,Commentry → Bourges,CH,CH,92.68,night
TER,Montlucon,Bourges,night,Montlucon → Bourges,CH,CH,85.51,night
TER,Bourges,Nevers,night,Bourges → Nevers,CH,CH,58.49,night
TER,Bourgoin Jallieu,Chambery Challes Les Eaux,night,Bourgoin Jallieu → Chambery Challes les Eaux,CH,CH,50.34,night
S3,Bregenz Hafen,Lustenau,night,Bregenz Hafen → Lustenau,CH,CH,8.7,night
S3,Hard Fussach,Bregenz,night,Hard Fussach → Bregenz,CH,CH,4.65,night
S3,Bregenz,Lustenau,night,Bregenz → Lustenau,CH,CH,8.0,night
S7,Bregenz,Romanshorn,night,Bregenz → Romanshorn,CH,CH,27.92,night
S3,Bregenz,St Margrethen Sg,night,Bregenz → St Margrethen Sg,CH,CH,9.42,night
S17,Bremgarten West,Dietikon,night,Bremgarten West → Dietikon,CH,CH,8.41,night
S17,Bremgarten,Dietikon,night,Bremgarten → Dietikon,CH,CH,7.47,night
S17,Bremgarten,Wohlen Ag,night,Bremgarten → Wohlen Ag,CH,CH,5.79,night
TGV,Brest F,Modane,night,Brest F → Modane,CH,CH,918.28,night
C,Dourdan La Foret,Bretigny,night,Dourdan la Foret → Bretigny,FR,FR,23.86,night
C,Bretigny,Gare D Austerlitz,night,Bretigny → D Austerlitz,FR,FR,26.43,night
C,Gennevilliers,Bretigny,night,Gennevilliers → Bretigny,FR,FR,36.27,night
C,Invalides,Bretigny,night,Invalides → Bretigny,FR,FR,28.48,night
C,Montigny Beauchamp,Bretigny,night,Montigny Beauchamp → Bretigny,FR,FR,45.26,night
C,Bretigny,Pontoise,night,Bretigny → Pontoise,FR,FR,51.21,night
C,Porte De Clichy,Bretigny,night,Porte de Clichy → Bretigny,FR,FR,32.0,night
C,Bretigny,Saint Martin D Etampes,night,Bretigny → Saint Martin D Etampes,FR,FR,23.02,night
C,Bretigny,Saint Quentin En Yvelines Montigny Le Bretonneux,night,Bretigny → Saint Quentin En Yvelines Montigny le Bretonneux,FR,FR,27.59,night
IC,Paris Austerlitz,Briancon,night,Paris Austerlitz → Briancon,CH,CH,545.9,night
IC,Paris Bercy,Briancon,night,Paris Bercy → Briancon,CH,CH,544.99,night
TER,Romans Bourg De Peage,Briancon,night,Romans Bourg de Peage → Briancon,CH,CH,125.59,night
TER,Valence,Briancon,night,Valence → Briancon,CH,CH,137.04,night
CC,Brienz Brb,Brienzer Rothorn,night,Brienz Brb → Brienzer Rothorn,CH,CH,3.58,night
CC,Planalp,Brienz Brb,night,Planalp → Brienz Brb,CH,CH,2.36,night
PE,Disentis Muster,Brig Bahnhofplatz,night,Disentis Muster → Brig Bahnhofplatz,CH,CH,79.14,night
R,Fiesch,Brig Bahnhofplatz,night,Fiesch → Brig Bahnhofplatz,CH,CH,14.93,night
EXT,Ulrichen,Brig Bahnhofplatz,night,Ulrichen → Brig Bahnhofplatz,CH,CH,32.23,night
R,Visp,Brig Bahnhofplatz,night,Visp → Brig Bahnhofplatz,CH,CH,8.52,night
R,Brig Bahnhofplatz,Zermatt,night,Brig Bahnhofplatz → Zermatt,CH,CH,37.6,night
IR90,Brig,Coppet,night,Brig → Coppet,CH,CH,138.25,night
EC,Domodossola I,Brig,night,Domodossola I → Brig,CH,CH,32.82,night
EC,Geneve,Brig,night,Geneve → Brig,CH,CH,142.39,night
IR95,Brig,Geneve Aeroport,night,Brig → Geneve Aeroport,CH,CH,144.51,night
RE,Goppenstein,Brig,night,Goppenstein → Brig,CH,CH,18.69,night
RE,Brig,Iselle Di Trasquera,night,Brig → Iselle Di Trasquera,CH,CH,20.96,night
IR95,Lausanne,Brig,night,Lausanne → Brig,CH,CH,106.46,night
R,Brig,Martigny,night,Brig → Martigny,CH,CH,73.86,night
R,Monthey,Brig,night,Monthey → Brig,CH,CH,79.68,night
IR95,Nyon,Brig,night,Nyon → Brig,CH,CH,134.67,night
IR90,Brig,Renens Vd,night,Brig → Renens Vd,CH,CH,110.68,night
IC8,Brig,Romanshorn,night,Brig → Romanshorn,CH,CH,174.22,night
R,Brig,Sion,night,Brig → Sion,CH,CH,49.4,night
RE,Spiez,Brig,night,Spiez → Brig,CH,CH,47.12,night
R,St Gingolph Suisse,Brig,night,St Gingolph Suisse → Brig,CH,CH,91.08,night
IR90,Brig,St Maurice,night,Brig → St Maurice,CH,CH,76.66,night
IC6,Brig,Thun,night,Brig → Thun,CH,CH,55.64,night
IC8,Zurich Hb,Brig,night,Zurich Hb → Brig,CH,CH,124.99,night
TER,Brignais,Lyon Saint Paul,night,Brignais → Lyon Saint Paul,CH,CH,11.36,night
TER,Brioude,Clermont Ferrand,night,Brioude → Clermont Ferrand,CH,CH,57.38,night
TER,Brioude,Gannat,night,Brioude → Gannat,CH,CH,89.58,night
TER,Moulins Sur Allier,Brioude,night,Moulins Sur Allier → Brioude,CH,CH,140.21,night
TER,Saint Germain Des Fosses,Brioude,night,Saint Germain des Fosses → Brioude,CH,CH,101.11,night
TER,Neussargues,Brive La Gaillarde,night,Neussargues → Brive la Gaillarde,CH,CH,113.82,night
RE,Bulle,Broc Chocolaterie,night,Bulle → Broc Chocolaterie,CH,CH,4.57,night
RE,Fribourg Freiburg,Broc Chocolaterie,night,Fribourg Freiburg → Broc Chocolaterie,CH,CH,22.22,night
RE,Broc Chocolaterie,Romont Fr,night,Broc Chocolaterie → Romont Fr,CH,CH,17.98,night
RE,Broc Chocolaterie,Schmitten Fr,night,Broc Chocolaterie → Schmitten Fr,CH,CH,30.68,night
S12,Brugg Ag,Dachsen,night,Brugg Ag → Dachsen,CH,CH,36.77,night
S25,Brugg Ag,Dottikon Dintikon,night,Brugg Ag → Dottikon Dintikon,CH,CH,12.08,night
S1,Brugg Ag,Frick,night,Brugg Ag → Frick,CH,CH,15.0,night
S23,Brugg Ag,Hendschiken,night,Brugg Ag → Hendschiken,CH,CH,10.17,night
S23,Langenthal,Brugg Ag,night,Langenthal → Brugg Ag,CH,CH,43.36,night
S23,Brugg Ag,Lenzburg,night,Brugg Ag → Lenzburg,CH,CH,10.38,night
S25,Brugg Ag,Muri Ag,night,Brugg Ag → Muri Ag,CH,CH,24.75,night
IR16,Olten,Brugg Ag,night,Olten → Brugg Ag,CH,CH,26.81,night
S12,Brugg Ag,Schaffhausen,night,Brugg Ag → Schaffhausen,CH,CH,39.94,night
S29,Brugg Ag,Sursee,night,Brugg Ag → Sursee,CH,CH,35.48,night
S29,Turgi,Brugg Ag,night,Turgi → Brugg Ag,CH,CH,3.56,night
S12,Brugg Ag,Wil Sg,night,Brugg Ag → Wil Sg,CH,CH,62.58,night
S12,Winterthur,Brugg Ag,night,Winterthur → Brugg Ag,CH,CH,38.75,night
S25,Brugg Ag,Wohlen Ag,night,Brugg Ag → Wohlen Ag,CH,CH,15.42,night
S29,Zofingen,Brugg Ag,night,Zofingen → Brugg Ag,CH,CH,29.32,night
S12,Zurich Hb,Brugg Ag,night,Zurich Hb → Brugg Ag,CH,CH,27.42,night
S3,Brunnen,Kussnacht Am Rigi,night,Brunnen → Kussnacht Am Rigi,CH,CH,16.34,night
S3,Brunnen,Luzern,night,Brunnen → Luzern,CH,CH,23.43,night
S3,Brunnen,Luzern Verkehrshaus,night,Brunnen → Luzern Verkehrshaus,CH,CH,21.55,night
S2,Brunnen,Zug,night,Brunnen → Zug,CH,CH,20.7,night
ICE 79,Frankfurt M Flughafen Fernbf,Bruxelles Midi,night,Frankfurt M Flughafen Fernbf → Bruxelles Midi,DE,BE,312.16,night
ICE 79,Bruxelles Midi,Frankfurt Main Hbf,night,Bruxelles Midi → Frankfurt Main,BE,DE,316.73,night
D1,Koln Hauptbahnhof,Bruxelles Midi,night,Koln Hauptbahnhof → Bruxelles Midi,DE,BE,184.32,night
Bruxelles Midi → Köln Hbf,Bruxelles Midi,Koln Hbf,night,Bruxelles Midi → Koln,BE,DE,184.37,night
D1,Salzburg Hauptbahnhof,Bruxelles Midi,night,Salzburg Hauptbahnhof → Bruxelles Midi,AT,BE,714.46,night
IR13,Buchs Sg,Chur,night,Buchs Sg → Chur,CH,CH,35.27,night
RE,Buchs Sg,Sargans,night,Buchs Sg → Sargans,CH,CH,13.96,night
S2,Schaan Vaduz,Buchs Sg,night,Schaan Vaduz → Buchs Sg,CH,CH,2.2,night
Frankfurt(Oder) → Budapest-Keleti,Frankfurt Oder,Budapest Keleti,night,Frankfurt Oder → Budapest Keleti,DE,HU,628.01,night
München Hbf → Budapest-Keleti,Munchen Hbf,Budapest Keleti,night,Munchen → Budapest Keleti,DE,HU,566.22,night
München Hbf Gl.5-10 → Budapest-Keleti,Munchen Hbf Gl 5 10,Budapest Keleti,night,Munchen Gl 5 10 → Budapest Keleti,DE,HU,566.44,night
Budapest-Keleti → München Ost,Budapest Keleti,Munchen Ost,night,Budapest Keleti → Munchen Ost,HU,DE,562.66,night
EN,Budapest Keleti,Salzburg Hbf,night,Budapest Keleti → Salzburg,HU,AT,453.54,night
SN,Bulach,Jestetten,night,Bulach → Jestetten,CH,CH,14.77,night
S36,Bulach,Koblenz,night,Bulach → Koblenz,CH,CH,24.7,night
S65,Bulach,Schaffhausen,night,Bulach → Schaffhausen,CH,CH,20.69,night
SN,Stettbach,Bulach,night,Stettbach → Bulach,CH,CH,14.8,night
S9,Bulach,Uster,night,Bulach → Uster,CH,CH,23.68,night
S36,Bulach,Waldshut,night,Bulach → Waldshut,CH,CH,26.11,night
S3,Wetzikon Zh,Bulach,night,Wetzikon Zh → Bulach,CH,CH,29.92,night
SN,Winterthur,Bulach,night,Winterthur → Bulach,CH,CH,14.33,night
RE,Fribourg Freiburg,Bulle,night,Fribourg Freiburg → Bulle,CH,CH,21.77,night
S51,Bulle,Gruyeres,night,Bulle → Gruyeres,CH,CH,4.36,night
S50,Bulle,Montbovon,night,Bulle → Montbovon,CH,CH,14.9,night
S50,Bulle,Palezieux,night,Bulle → Palezieux,CH,CH,18.51,night
RE,Bulle,Romont Fr,night,Bulle → Romont Fr,CH,CH,13.58,night
RE,Bulle,Schmitten Fr,night,Bulle → Schmitten Fr,CH,CH,31.13,night
S36,Buren An Der Aare,Lyss,night,Buren An Der Aare → Lyss,CH,CH,8.45,night
S4,Hasle Ruegsau,Burgdorf,night,Hasle Ruegsau → Burgdorf,CH,CH,5.56,night
S41,Konolfingen,Burgdorf,night,Konolfingen → Burgdorf,CH,CH,20.01,night
S4,Burgdorf,Langnau I E,night,Burgdorf → Langnau I E,CH,CH,18.28,night
S4,Lutzelfluh Goldbach,Burgdorf,night,Lutzelfluh Goldbach → Burgdorf,CH,CH,7.71,night
S44,Burgdorf,Ramsei,night,Burgdorf → Ramsei,CH,CH,9.75,night
S41,Burgdorf,Solothurn,night,Burgdorf → Solothurn,CH,CH,17.04,night
S44,Burgdorf,Sumiswald Grunen,night,Burgdorf → Sumiswald Grunen,CH,CH,9.59,night
S41,Thun,Burgdorf,night,Thun → Burgdorf,CH,CH,34.01,night
S44,Burgdorf,Wiler,night,Burgdorf → Wiler,CH,CH,11.34,night
S50,Mendrisio,Busto Arsizio,night,Mendrisio → Busto Arsizio,CH,CH,29.49,night
R,Fleurier,Buttes,night,Fleurier → Buttes,CH,CH,2.81,night
R,Neuchatel,Buttes,night,Neuchatel → Buttes,CH,CH,31.44,night
R,Buttes,Travers,night,Buttes → Travers,CH,CH,11.13,night
S20,Cadenazzo,Castione Arbedo,night,Cadenazzo → Castione Arbedo,CH,CH,10.96,night
RE,Cadenazzo,Chiasso,night,Cadenazzo → Chiasso,CH,CH,36.3,night
IR26,Erstfeld,Cadenazzo,night,Erstfeld → Cadenazzo,CH,CH,77.52,night
S30,Gallarate,Cadenazzo,night,Gallarate → Cadenazzo,CH,CH,55.91,night
IC,Geneve Aeroport,Cadenazzo,night,Geneve Aeroport → Cadenazzo,CH,CH,217.98,night
IC,Cadenazzo,Lausanne,night,Cadenazzo → Lausanne,CH,CH,182.1,night
RE,Lugano,Cadenazzo,night,Lugano → Cadenazzo,CH,CH,16.36,night
S30,Luino I,Cadenazzo,night,Luino I → Cadenazzo,CH,CH,23.43,night
IC,Cadenazzo,Luzern,night,Cadenazzo → Luzern,CH,CH,110.85,night
RE,Cadenazzo,Mendrisio,night,Cadenazzo → Mendrisio,CH,CH,31.65,night
RE,Milano Centrale,Cadenazzo,night,Milano Centrale → Cadenazzo,CH,CH,76.76,night
IR26,Olten,Cadenazzo,night,Olten → Cadenazzo,CH,CH,154.88,night
S30,Ranzo S Abbondio,Cadenazzo,night,Ranzo S Abbondio → Cadenazzo,CH,CH,13.33,night
RE,Sesto S Giovanni,Cadenazzo,night,Sesto S Giovanni → Cadenazzo,CH,CH,71.81,night
S30,Ternate Varano Borghi,Cadenazzo,night,Ternate Varano Borghi → Cadenazzo,CH,CH,45.21,night
IR46,Zurich Hb,Cadenazzo,night,Zurich Hb → Cadenazzo,CH,CH,139.66,night
R,Locarno Fart,Camedo,night,Locarno Fart → Camedo,CH,CH,14.9,night
TER,Clermont Ferrand,Capdenac,night,Clermont Ferrand → Capdenac,CH,CH,155.69,night
S90,Giubiasco,Capolago Riva S Vitale,night,Giubiasco → Capolago Riva S Vitale,CH,CH,30.19,night
CC,Capolago Riva S Vitale,Monte Generoso Vetta,night,Capolago Riva S Vitale → Monte Generoso Vetta,CH,CH,4.18,night
EXT,Carolina,St Moritz,night,Carolina → St Moritz,CH,CH,25.22,night
S10,Castione Arbedo,Como Camerlata,night,Castione Arbedo → Como Camerlata,CH,CH,48.84,night
S20,Castione Arbedo,Locarno,night,Castione Arbedo → Locarno,CH,CH,19.31,night
R,Caux,Montreux,night,Caux → Montreux,CH,CH,2.22,night
L,Gare Saint Lazare,Cergy Le Haut,night,Saint Lazare → Cergy le Haut,FR,FR,29.7,night
A,Cergy Le Haut,Marne La Vallee Chessy,night,Cergy le Haut → Marne la Vallee Chessy,FR,FR,59.68,night
A,Cergy Le Haut,Torcy,night,Cergy le Haut → Torcy,FR,FR,52.41,night
TER,Chagny,Chalon Sur Saone,night,Chagny → Chalon Sur Saone,CH,CH,15.7,night
TER,Chagny,Dijon,night,Chagny → Dijon,CH,CH,50.73,night
TER,Chagny,Montchanin,night,Chagny → Montchanin,CH,CH,26.19,night
TER,Chalon Sur Saone,Dijon,night,Chalon Sur Saone → Dijon,CH,CH,61.75,night
TER,Chalon Sur Saone,Macon,night,Chalon Sur Saone → Macon,CH,CH,53.26,night
TER,Montchanin,Chalon Sur Saone,night,Montchanin → Chalon Sur Saone,CH,CH,27.67,night
TER,Chalons En Champagne,Chaumont,night,Chalons En Champagne → Chaumont,CH,CH,110.44,night
TER,Paris Est,Chalons En Champagne,night,Paris Est → Chalons En Champagne,CH,CH,145.66,night
TER,Reims,Chalons En Champagne,night,Reims → Chalons En Champagne,CH,CH,41.23,night
TER,Chambery Challes Les Eaux,Culoz,night,Chambery Challes les Eaux → Culoz,CH,CH,32.1,night
TER,Chambery Challes Les Eaux,Grenoble,night,Chambery Challes les Eaux → Grenoble,CH,CH,45.23,night
TER,Lyon Part Dieu,Chambery Challes Les Eaux,night,Lyon Part Dieu → Chambery Challes les Eaux,CH,CH,84.99,night
TER,Chambery Challes Les Eaux,Modane,night,Chambery Challes les Eaux → Modane,CH,CH,71.41,night
TER,Moutiers Salins Brides Les Bai,Chambery Challes Les Eaux,night,Moutiers Salins Brides les Bai → Chambery Challes les Eaux,CH,CH,48.57,night
TGV,Paris Gare De Lyon,Chambery Challes Les Eaux,night,Paris de Lyon → Chambery Challes les Eaux,CH,CH,451.79,night
TER,Rives,Chambery Challes Les Eaux,night,Rives → Chambery Challes les Eaux,CH,CH,41.01,night
TER,Chambery Challes Les Eaux,St Andre Le Gaz,night,Chambery Challes les Eaux → St Andre le Gaz,CH,CH,30.94,night
TER,Chambery Challes Les Eaux,Valence,night,Chambery Challes les Eaux → Valence,CH,CH,107.61,night
R,Vevey,Chamby Musee,night,Vevey → Chamby Musee,CH,CH,5.38,night
R,Montreux,Chamby,night,Montreux → Chamby,CH,CH,1.51,night
TER,Les Houches,Chamonix Mont Blanc,night,les Houches → Chamonix Mont Blanc,CH,CH,6.71,night
TER,Chamonix Mont Blanc,Saint Gervais Les Bains,night,Chamonix Mont Blanc → Saint Gervais les Bains,CH,CH,13.53,night
TER,Chamonix Mont Blanc,Vallorcine F,night,Chamonix Mont Blanc → Vallorcine F,CH,CH,13.17,night
TER,Champagne Ardenne Tgv,Charleville Mezieres,night,Champagne Ardenne Tgv → Charleville Mezieres,CH,CH,81.1,night
TER,Reims,Champagne Ardenne Tgv,night,Reims → Champagne Ardenne Tgv,CH,CH,5.44,night
TER,Sedan,Champagne Ardenne Tgv,night,Sedan → Champagne Ardenne Tgv,CH,CH,86.22,night
TER,Champagnole,Saint Claude,night,Champagnole → Saint Claude,CH,CH,40.26,night
R,Monthey Ville,Champery,night,Monthey Ville → Champery,CH,CH,10.56,night
TER,Lyon Saint Paul,Charbonnieres Les Bains,night,Lyon Saint Paul → Charbonnieres les Bains,CH,CH,7.3,night
TER,Givet,Charleville Mezieres,night,Givet → Charleville Mezieres,CH,CH,41.93,night
TER,Charleville Mezieres,Lille Flandres,night,Charleville Mezieres → Lille Flandres,CH,CH,152.36,night
TER,Longuyon,Charleville Mezieres,night,Longuyon → Charleville Mezieres,CH,CH,72.87,night
TER,Charleville Mezieres,Longwy,night,Charleville Mezieres → Longwy,CH,CH,80.32,night
TGV,Paris Est,Charleville Mezieres,night,Paris Est → Charleville Mezieres,CH,CH,198.05,night
TER,Reims,Charleville Mezieres,night,Reims → Charleville Mezieres,CH,CH,75.91,night
TER,Charleville Mezieres,Sedan,night,Charleville Mezieres → Sedan,CH,CH,16.78,night
TER,Thionville,Charleville Mezieres,night,Thionville → Charleville Mezieres,CH,CH,113.67,night
TER,Chartres,Gare Montparnasse,night,Chartres → Montparnasse,FR,FR,75.18,night
TER,Paris Montparnasse,Chartres,night,Paris Montparnasse → Chartres,FR,FR,75.29,night
R,Chateau D Oex,Gstaad,night,Chateau D Oex → Gstaad,CH,CH,11.72,night
S50,Montbovon,Chateau D Oex,night,Montbovon → Chateau D Oex,CH,CH,6.94,night
R,Montreux,Chateau D Oex,night,Montreux → Chateau D Oex,CH,CH,17.47,night
R,Chateau D Oex,Zweisimmen,night,Chateau D Oex → Zweisimmen,CH,CH,20.59,night
TER,Chateau Thierry,Gare De L Est,night,Chateau Thierry → de L Est,FR,FR,78.63,night
TER,Chateau Thierry,Paris Est,night,Chateau Thierry → Paris Est,FR,FR,78.66,night
TER,Chateau Thierry,Reims,night,Chateau Thierry → Reims,CH,CH,50.84,night
P,Verdun Paris Est,Chateau Thierry,night,Verdun Paris Est → Chateau Thierry,FR,FR,78.62,night
TER,Chateaudun,Gare D Austerlitz,night,Chateaudun → D Austerlitz,FR,FR,114.16,night
TER,Chateaudun,Paris Bercy Bourgogne Pays D Auvergne,night,Chateaudun → Paris Bercy Bourgogne Pays D Auvergne,FR,FR,114.82,night
D,Creil,Chatelet Les Halles,night,Creil → Chatelet les Halles,FR,FR,45.62,night
B,Denfert Rochereau,Chatelet Les Halles,night,Denfert Rochereau → Chatelet les Halles,FR,FR,3.33,night
D,Goussainville,Chatelet Les Halles,night,Goussainville → Chatelet les Halles,FR,FR,19.86,night
B,La Plaine Stade De France,Chatelet Les Halles,night,la Plaine Stade de France → Chatelet les Halles,FR,FR,6.37,night
B,Chatelet Les Halles,Laplace,night,Chatelet les Halles → Laplace,FR,FR,6.01,night
B,Chatelet Les Halles,Massy Palaiseau,night,Chatelet les Halles → Massy Palaiseau,FR,FR,16.47,night
B,Mitry Claye,Chatelet Les Halles,night,Mitry Claye → Chatelet les Halles,FR,FR,25.02,night
D,Chatelet Les Halles,Orry La Ville Coye,night,Chatelet les Halles → Orry la Ville Coye,FR,FR,32.48,night
B,Chatelet Les Halles,Orsay Ville,night,Chatelet les Halles → Orsay Ville,FR,FR,21.95,night
B,Robinson,Chatelet Les Halles,night,Robinson → Chatelet les Halles,FR,FR,10.26,night
B,Saint Remy Les Chevreuse,Chatelet Les Halles,night,Saint Remy les Chevreuse → Chatelet les Halles,FR,FR,26.84,night
TER,Reims,Chaumont,night,Reims → Chaumont,CH,CH,151.63,night
C,Dourdan,Chaville Velizy,night,Dourdan → Chaville Velizy,FR,FR,32.23,night
C,Chaville Velizy,Gare D Austerlitz,night,Chaville Velizy → D Austerlitz,FR,FR,14.24,night
C,Chaville Velizy,Saint Martin D Etampes,night,Chaville Velizy → Saint Martin D Etampes,FR,FR,41.48,night
P,Chelles Gournay Rer,Gare De Meaux Quai A,night,Chelles Gournay Rer → de Meaux Quai A,FR,FR,23.08,night
E,Chelles Gournay Rer,Verdun Paris Est,night,Chelles Gournay Rer → Verdun Paris Est,FR,FR,16.33,night
E,Gare De L Est,Chelles Gournay,night,de L Est → Chelles Gournay,FR,FR,16.32,night
E,Haussmann Saint Lazare,Chelles Gournay,night,Haussmann Saint Lazare → Chelles Gournay,FR,FR,18.63,night
E,Nanterre La Folie,Chelles Gournay,night,Nanterre la Folie → Chelles Gournay,FR,FR,26.22,night
R,Chene Bourg,Coppet,night,Chene Bourg → Coppet,CH,CH,13.45,night
R,Geneve,Chene Bourg,night,Geneve → Chene Bourg,CH,CH,4.49,night
R,Chernex,Montreux,night,Chernex → Montreux,CH,CH,1.12,night
EC,Como S Giovanni,Chiasso,night,Como S Giovanni → Chiasso,CH,CH,4.11,night
S10,Chiasso,Giubiasco,night,Chiasso → Giubiasco,CH,CH,38.05,night
RE,Chiasso,Locarno,night,Chiasso → Locarno,CH,CH,41.8,night
RE,Chiasso,Lugano,night,Chiasso → Lugano,CH,CH,20.35,night
S10,Chiasso,Mendrisio,night,Chiasso → Mendrisio,CH,CH,5.8,night
S11,Chiasso,Milano Centrale,night,Chiasso → Milano Centrale,CH,CH,40.66,night
S,Milano Porta Garibaldi,Chiasso,night,Milano Porta Garibaldi → Chiasso,CH,CH,40.52,night
IC21,Olten,Chiasso,night,Olten → Chiasso,CH,CH,189.55,night
RE,Chiasso,Sesto S Giovanni,night,Chiasso → Sesto S Giovanni,CH,CH,36.18,night
S10,Chiasso,Taverne Torricella,night,Chiasso → Taverne Torricella,CH,CH,26.16,night
IC21,Zurich Hb,Chiasso,night,Zurich Hb → Chiasso,CH,CH,175.96,night
EXT,Davos Platz,Chur,night,Davos Platz → Chur,CH,CH,23.24,night
PE,Disentis Muster,Chur,night,Disentis Muster → Chur,CH,CH,53.88,night
IR38,Filisur,Chur,night,Filisur → Chur,CH,CH,22.98,night
IC,Chur,Geneve Aeroport,night,Chur → Geneve Aeroport,CH,CH,270.26,night
RE,Chur,Heerbrugg,night,Chur → Heerbrugg,CH,CH,62.41,night
RE,Ilanz,Chur,night,Ilanz → Chur,CH,CH,25.93,night
IR35,Lachen Sz,Chur,night,Lachen Sz → Chur,CH,CH,63.5,night
