route_name,origin,destination,service_type,route_name_simple,origin_country,destination_country,distance_km,type
R,Le Day,Le Brassus,night,le Day → le Brassus,CH,CH,20.57,night
R,Vallorbe,Le Brassus,night,Vallorbe → le Brassus,CH,CH,18.49,night
R,Le Chable Vs,Martigny,night,le Chable Vs → Martigny,CH,CH,10.87,night
R,Le Chable Vs,Martigny Bourg,night,le Chable Vs → Martigny Bourg,CH,CH,11.3,night
R,Sembrancher,Le Chable Vs,night,Sembrancher → le Chable Vs,CH,CH,5.33,night
R,Le Chatelard Frontiere,Martigny,night,le Chatelard Frontiere → Martigny,CH,CH,11.56,night
R,Le Chatelard Frontiere,Vernayaz Mc,night,le Chatelard Frontiere → Vernayaz Mc,CH,CH,11.27,night
R,Le Day,Le Pont,night,le Day → le Pont,CH,CH,8.05,night
R,Le Day,Vallorbe,night,le Day → Vallorbe,CH,CH,2.33,night
R,Vevey,Le Day,night,Vevey → le Day,CH,CH,44.39,night
TGV,Lyon Part Dieu,Le Havre,night,Lyon Part Dieu → le Havre,CH,CH,545.77,night
TGV,Le Havre,Marseille Saint Charles,night,le Havre → Marseille Saint Charles,CH,CH,797.08,night
R,Le Landeron,Neuchatel,night,le Landeron → Neuchatel,CH,CH,11.93,night
R,Les Brenets,Le Locle,night,les Brenets → le Locle,CH,CH,3.11,night
R,Le Noirmont,Les Breuleux,night,le Noirmont → les Breuleux,CH,CH,3.96,night
R,Saignelegier,Le Noirmont,night,Saignelegier → le Noirmont,CH,CH,4.51,night
R,Tavannes,Le Noirmont,night,Tavannes → le Noirmont,CH,CH,18.52,night
R,Le Noirmont,Tramelan,night,le Noirmont → Tramelan,CH,CH,11.16,night
R,Vallorbe,Le Pont,night,Vallorbe → le Pont,CH,CH,5.99,night
TER,Le Puy En Velay,Saint Etienne Chateaucreux,night,le Puy En Velay → Saint Etienne Chateaucreux,CH,CH,59.66,night
EXT,Le Sentier L Orient,Vallorbe,night,le Sentier L Orient → Vallorbe,CH,CH,15.92,night
TER,Le Valdahon,Morteau,night,le Valdahon → Morteau,CH,CH,22.57,night
A,Le Vesinet Le Pecq,Marne La Vallee Chessy,night,le Vesinet le Pecq → Marne la Vallee Chessy,FR,FR,48.39,night
A,Torcy,Le Vesinet Le Pecq,night,Torcy → le Vesinet le Pecq,FR,FR,39.52,night
R,Zweisimmen,Lenk Im Simmental,night,Zweisimmen → Lenk Im Simmental,CH,CH,11.79,night
S9,Luzern,Lenzburg,night,Luzern → Lenzburg,CH,CH,39.36,night
S26,Muri Ag,Lenzburg,night,Muri Ag → Lenzburg,CH,CH,18.03,night
S26,Lenzburg,Rotkreuz,night,Lenzburg → Rotkreuz,CH,CH,33.98,night
S11,Sennhof Kyburg,Lenzburg,night,Sennhof Kyburg → Lenzburg,CH,CH,45.13,night
S11,Seuzach,Lenzburg,night,Seuzach → Lenzburg,CH,CH,45.66,night
S28,Suhr,Lenzburg,night,Suhr → Lenzburg,CH,CH,6.98,night
S11,Lenzburg,Winterthur,night,Lenzburg → Winterthur,CH,CH,43.35,night
S11,Lenzburg,Winterthur Seen,night,Lenzburg → Winterthur Seen,CH,CH,46.11,night
S26,Wohlen Ag,Lenzburg,night,Wohlen Ag → Lenzburg,CH,CH,8.87,night
S28,Lenzburg,Zofingen,night,Lenzburg → Zofingen,CH,CH,20.61,night
S11,Zurich Hb,Lenzburg,night,Zurich Hb → Lenzburg,CH,CH,27.88,night
R,Les Avants,Montreux,night,les Avants → Montreux,CH,CH,3.21,night
R,Saignelegier,Les Bois,night,Saignelegier → les Bois,CH,CH,10.91,night
R,Vevey,Les Chevalleyres,night,Vevey → les Chevalleyres,CH,CH,4.41,night
TER,Les Houches,Vallorcine F,night,les Houches → Vallorcine F,CH,CH,18.75,night
R,Les Montuires,Pied Du Barrage,night,les Montuires → Pied du Barrage,CH,CH,0.86,night
J,Poissy,Les Mureaux,night,Poissy → les Mureaux,FR,FR,11.4,night
R,Les Pleiades,Vevey,night,les Pleiades → Vevey,CH,CH,5.57,night
SN,Romanshorn,Lichtensteig,night,Romanshorn → Lichtensteig,CH,CH,35.26,night
SN,St Gallen,Lichtensteig,night,St Gallen → Lichtensteig,CH,CH,24.47,night
TGV,Lille Europe,Lyon Part Dieu,night,Lille Europe → Lyon Part Dieu,CH,CH,558.32,night
TGV,Lyon Perrache,Lille Europe,night,Lyon Perrache → Lille Europe,CH,CH,559.04,night
TGV,Lille Europe,Marseille Saint Charles,night,Lille Europe → Marseille Saint Charles,CH,CH,834.1,night
TGV,Lille Europe,Montpellier Saint Roch,night,Lille Europe → Montpellier Saint Roch,CH,CH,784.58,night
TGV,Montpellier Sud De France,Lille Europe,night,Montpellier Sud de France → Lille Europe,CH,CH,785.88,night
TGV,Lyon Perrache,Lille Flandres,night,Lyon Perrache → Lille Flandres,CH,CH,558.94,night
TGV,Lille Flandres,Marseille Saint Charles,night,Lille Flandres → Marseille Saint Charles,CH,CH,833.99,night
TGV,Lille Flandres,Modane,night,Lille Flandres → Modane,CH,CH,661.59,night
TGV,Montpellier Saint Roch,Lille Flandres,night,Montpellier Saint Roch → Lille Flandres,CH,CH,784.41,night
TER,Limoges Benedictins,Montlucon,night,Limoges Benedictins → Montlucon,CH,CH,116.69,night
RE,Lindau Reutin,Singen Hohentwiel,night,Lindau Reutin → Singen Hohentwiel,CH,CH,68.53,night
RE,Ulm Hbf,Lindau Reutin,night,Ulm → Lindau Reutin,CH,CH,96.45,night
S25,Nafels Mollis,Linthal,night,Nafels Mollis → Linthal,CH,CH,20.02,night
S25,Pfaffikon Sz,Linthal,night,Pfaffikon Sz → Linthal,CH,CH,35.05,night
S6,Rapperswil Sg,Linthal,night,Rapperswil Sg → Linthal,CH,CH,36.0,night
S25,Ziegelbrucke,Linthal,night,Ziegelbrucke → Linthal,CH,CH,23.89,night
S25,Linthal,Zurich Hb,night,Linthal → Zurich Hb,CH,CH,61.08,night
R,Locarno Fart,Verdasio,night,Locarno Fart → Verdasio,CH,CH,11.84,night
RE,Lugano,Locarno,night,Lugano → Locarno,CH,CH,21.69,night
EXT,Luzern,Locarno,night,Luzern → Locarno,CH,CH,104.56,night
RE,Milano Centrale,Locarno,night,Milano Centrale → Locarno,CH,CH,82.36,night
IR26,Locarno,Olten,night,Locarno → Olten,CH,CH,147.77,night
RE,Sesto S Giovanni,Locarno,night,Sesto S Giovanni → Locarno,CH,CH,77.97,night
IC,Locarno,Zurich Hb,night,Locarno → Zurich Hb,CH,CH,135.54,night
S20,Olten,Lommiswil,night,Olten → Lommiswil,CH,CH,36.23,night
S20,Lommiswil,Solothurn,night,Lommiswil → Solothurn,CH,CH,5.75,night
TER,Paris Est,Longueville,night,Paris Est → Longueville,FR,FR,76.9,night
TER,Thionville,Longuyon,night,Thionville → Longuyon,CH,CH,41.46,night
TER,Nancy,Longwy,night,Nancy → Longwy,CH,CH,96.18,night
TER,Longwy,Thionville,night,Longwy → Thionville,CH,CH,34.14,night
TER,Lyon Part Dieu,Lons Le Saunier,night,Lyon Part Dieu → Lons le Saunier,CH,CH,114.11,night
TER,Lyon Perrache,Lons Le Saunier,night,Lyon Perrache → Lons le Saunier,CH,CH,116.57,night
S5,Lorrach Hbf,Weil Am Rhein,night,Lorrach → Weil Am Rhein,CH,CH,4.82,night
TER,Tassin,Lozanne,night,Tassin → Lozanne,CH,CH,11.91,night
S60,Ponte Tresa,Lugano Flp,night,Ponte Tresa → Lugano Flp,CH,CH,7.75,night
IC21,Lugano,Luzern,night,Lugano → Luzern,CH,CH,125.96,night
RE,Mendrisio,Lugano,night,Mendrisio → Lugano,CH,CH,15.36,night
RE,Milano Centrale,Lugano,night,Milano Centrale → Lugano,CH,CH,61.01,night
IC21,Olten,Lugano,night,Olten → Lugano,CH,CH,169.41,night
RE,Sesto S Giovanni,Lugano,night,Sesto S Giovanni → Lugano,CH,CH,56.4,night
S90,Taverne Torricella,Lugano,night,Taverne Torricella → Lugano,CH,CH,5.84,night
IC2,Zurich Hb,Lugano,night,Zurich Hb → Lugano,CH,CH,155.76,night
TER,Luneville,Metz Ville,night,Luneville → Metz Ville,CH,CH,62.53,night
TER,Nancy,Luneville,night,Nancy → Luneville,CH,CH,26.3,night
TER,Luneville,Reims,night,Luneville → Reims,CH,CH,195.49,night
TER,Revigny,Luneville,night,Revigny → Luneville,CH,CH,114.02,night
TER,Saint Die Des Vosges,Luneville,night,Saint Die des Vosges → Luneville,CH,CH,47.59,night
TER,Strasbourg,Luneville,night,Strasbourg → Luneville,CH,CH,91.06,night
TER,Toul,Luneville,night,Toul → Luneville,CH,CH,46.4,night
EXT,Lungern,Luzern,night,Lungern → Luzern,CH,CH,31.38,night
S3,Lustenau,St Margrethen Sg,night,Lustenau → St Margrethen Sg,CH,CH,2.19,night
S20,Solothurn,Luterbach Attisholz,night,Solothurn → Luterbach Attisholz,CH,CH,3.4,night
S4,Thun,Lutzelfluh Goldbach,night,Thun → Lutzelfluh Goldbach,CH,CH,28.1,night
PE,Meiringen,Luzern,night,Meiringen → Luzern,CH,CH,37.15,night
RE,Luzern,Olten,night,Luzern → Olten,CH,CH,45.28,night
IR,Luzern,Pfaffikon Sz,night,Luzern → Pfaffikon Sz,CH,CH,39.27,night
S55,Sachseln,Luzern,night,Sachseln → Luzern,CH,CH,20.66,night
IR,St Gallen,Luzern,night,St Gallen → Luzern,CH,CH,90.12,night
S4,Stans,Luzern,night,Stans → Luzern,CH,CH,11.07,night
S4,Luzern,Stansstad,night,Luzern → Stansstad,CH,CH,8.46,night
S1,Luzern,Sursee,night,Luzern → Sursee,CH,CH,20.93,night
S77,Willisau,Luzern,night,Willisau → Luzern,CH,CH,25.07,night
EXT,Wohlen Ag,Luzern,night,Wohlen Ag → Luzern,CH,CH,33.31,night
S4,Wolfenschiessen,Luzern,night,Wolfenschiessen → Luzern,CH,CH,17.08,night
RE,Luzern,Wolhusen,night,Luzern → Wolhusen,CH,CH,17.47,night
S77,Luzern,Zell Lu,night,Luzern → Zell Lu,CH,CH,30.61,night
S1,Luzern,Zug,night,Luzern → Zug,CH,CH,20.71,night
IR70,Zurich Hb,Luzern,night,Zurich Hb → Luzern,CH,CH,40.4,night
TER,Macon,Lyon Part Dieu,night,Macon → Lyon Part Dieu,CH,CH,60.37,night
TGV,Lyon Part Dieu,Marseille Saint Charles,night,Lyon Part Dieu → Marseille Saint Charles,CH,CH,276.29,night
TER,Lyon Part Dieu,Modane,night,Lyon Part Dieu → Modane,CH,CH,153.76,night
TGV,Lyon Part Dieu,Montpellier Saint Roch,night,Lyon Part Dieu → Montpellier Saint Roch,CH,CH,251.92,night
TGV,Montpellier Sud De France,Lyon Part Dieu,night,Montpellier Sud de France → Lyon Part Dieu,CH,CH,251.9,night
TGV,Nantes,Lyon Part Dieu,night,Nantes → Lyon Part Dieu,CH,CH,515.97,night
TGV,Lyon Part Dieu,Nice Ville,night,Lyon Part Dieu → Nice Ville,CH,CH,297.03,night
TER,Paray Le Monial,Lyon Part Dieu,night,Paray le Monial → Lyon Part Dieu,CH,CH,95.6,night
TER,Lyon Part Dieu,Paris Bercy,night,Lyon Part Dieu → Paris Bercy,CH,CH,389.92,night
TGV,Lyon Part Dieu,Paris Gare De Lyon,night,Lyon Part Dieu → Paris de Lyon,CH,CH,390.79,night
TGV,Rennes,Lyon Part Dieu,night,Rennes → Lyon Part Dieu,CH,CH,559.99,night
TER,Lyon Part Dieu,Saint Etienne Chateaucreux,night,Lyon Part Dieu → Saint Etienne Chateaucreux,CH,CH,50.28,night
TER,Lyon Part Dieu,St Andre Le Gaz,night,Lyon Part Dieu → St Andre le Gaz,CH,CH,56.93,night
TER,Lyon Part Dieu,St Gervais Les Bains Le Fayet,night,Lyon Part Dieu → St Gervais les Bains le Fayet,CH,CH,143.55,night
TGV,Strasbourg,Lyon Part Dieu,night,Strasbourg → Lyon Part Dieu,CH,CH,381.87,night
TGV,Lyon Part Dieu,Toulon,night,Lyon Part Dieu → Toulon,CH,CH,304.74,night
TGV,Lyon Part Dieu,Toulouse Matabiau,night,Lyon Part Dieu → Toulouse Matabiau,CH,CH,359.96,night
TER,Valence,Lyon Part Dieu,night,Valence → Lyon Part Dieu,CH,CH,92.65,night
TER,Macon,Lyon Perrache,night,Macon → Lyon Perrache,CH,CH,61.67,night
TER,Lyon Perrache,Moulins Sur Allier,night,Lyon Perrache → Moulins Sur Allier,CH,CH,145.85,night
IC,Nantes,Lyon Perrache,night,Nantes → Lyon Perrache,CH,CH,513.93,night
TER,Lyon Perrache,Nevers,night,Lyon Perrache → Nevers,CH,CH,188.43,night
TER,Oyonnax,Lyon Perrache,night,Oyonnax → Lyon Perrache,CH,CH,85.56,night
TER,Lyon Perrache,Paray Le Monial,night,Lyon Perrache → Paray le Monial,CH,CH,95.12,night
TER,Lyon Perrache,Paris Bercy,night,Lyon Perrache → Paris Bercy,CH,CH,389.88,night
TGV,Paris Gare De Lyon,Lyon Perrache,night,Paris de Lyon → Lyon Perrache,CH,CH,390.75,night
TGV,Rennes,Lyon Perrache,night,Rennes → Lyon Perrache,CH,CH,558.34,night
TER,Roanne,Lyon Perrache,night,Roanne → Lyon Perrache,CH,CH,67.28,night
TER,Lyon Perrache,Saint Etienne Chateaucreux,night,Lyon Perrache → Saint Etienne Chateaucreux,CH,CH,47.42,night
TER,St Andre Le Gaz,Lyon Perrache,night,St Andre le Gaz → Lyon Perrache,CH,CH,58.86,night
TGV,Strasbourg,Lyon Perrache,night,Strasbourg → Lyon Perrache,CH,CH,384.5,night
TER,Tours,Lyon Perrache,night,Tours → Lyon Perrache,CH,CH,364.69,night
TER,Lyon Perrache,Valence,night,Lyon Perrache → Valence,CH,CH,91.41,night
TER,Lyon Perrache,Vienne,night,Lyon Perrache → Vienne,CH,CH,25.57,night
TER,Villars Les Dombes,Lyon Perrache,night,Villars les Dombes → Lyon Perrache,CH,CH,32.56,night
TER,Villefranche Sur Saone,Lyon Perrache,night,Villefranche Sur Saone → Lyon Perrache,CH,CH,27.47,night
TER,Lyon Saint Paul,Sain Bel,night,Lyon Saint Paul → Sain Bel,CH,CH,18.19,night
TER,Lyon Saint Paul,Tassin,night,Lyon Saint Paul → Tassin,CH,CH,5.32,night
TER,Villars Les Dombes,Lyon Vaise,night,Villars les Dombes → Lyon Vaise,CH,CH,30.43,night
TER,Macon,Paris Bercy,night,Macon → Paris Bercy,CH,CH,336.25,night
TER,Macon,Paris Gare De Lyon,night,Macon → Paris de Lyon,CH,CH,337.13,night
TER,Pierrelatte,Macon,night,Pierrelatte → Macon,CH,CH,214.6,night
TER,Macon,Valence,night,Macon → Valence,CH,CH,153.02,night
TER,Macon,Vienne,night,Macon → Vienne,CH,CH,87.03,night
E,Magenta,Nanterre La Folie,night,Magenta → Nanterre la Folie,FR,FR,9.84,night
E,Magenta,Tournan,night,Magenta → Tournan,FR,FR,33.26,night
R,Malleray Bevilard,Sonceboz Sombeval,night,Malleray Bevilard → Sonceboz Sombeval,CH,CH,9.43,night
S50,Mendrisio,Malpensa Aeroporto T1,night,Mendrisio → Malpensa Aeroporto T1,CH,CH,33.97,night
S50,Mendrisio,Malpensa Aeroporto T2,night,Mendrisio → Malpensa Aeroporto T2,CH,CH,31.55,night
RE,Wolhusen,Malters,night,Wolhusen → Malters,CH,CH,7.97,night
J,Poissy,Mantes La Jolie,night,Poissy → Mantes la Jolie,FR,FR,25.38,night
A,Nanterre Prefecture,Marne La Vallee Chessy,night,Nanterre Prefecture → Marne la Vallee Chessy,FR,FR,41.01,night
A,Poissy,Marne La Vallee Chessy,night,Poissy → Marne la Vallee Chessy,FR,FR,54.67,night
A,Marne La Vallee Chessy,Rueil Malmaison,night,Marne la Vallee Chessy → Rueil Malmaison,FR,FR,44.66,night
A,Marne La Vallee Chessy,Saint Germain En Laye,night,Marne la Vallee Chessy → Saint Germain En Laye,FR,FR,50.37,night
TGV,Metz Ville,Marseille Saint Charles,night,Metz Ville → Marseille Saint Charles,CH,CH,648.44,night
TGV,Marseille Saint Charles,Nancy,night,Marseille Saint Charles → Nancy,CH,CH,602.0,night
TGV,Nantes,Marseille Saint Charles,night,Nantes → Marseille Saint Charles,CH,CH,694.51,night
TGV,Rennes,Marseille Saint Charles,night,Rennes → Marseille Saint Charles,CH,CH,764.18,night
TGV,Strasbourg,Marseille Saint Charles,night,Strasbourg → Marseille Saint Charles,CH,CH,614.71,night
TER,Valence,Marseille Saint Charles,night,Valence → Marseille Saint Charles,CH,CH,184.72,night
R,Orsieres,Martigny Bourg,night,Orsieres → Martigny Bourg,CH,CH,9.21,night
R,Martigny,Monthey,night,Martigny → Monthey,CH,CH,19.2,night
RE,Martigny,Nyon,night,Martigny → Nyon,CH,CH,71.86,night
R,Orsieres,Martigny,night,Orsieres → Martigny,CH,CH,9.98,night
R,Martigny,Vallorcine F,night,Martigny → Vallorcine F,CH,CH,13.79,night
B,Mitry Claye,Massy Palaiseau,night,Mitry Claye → Massy Palaiseau,FR,FR,39.51,night
C,Massy Palaiseau,Montigny Beauchamp,night,Massy Palaiseau → Montigny Beauchamp,FR,FR,31.71,night
C,Massy Palaiseau,Pontoise,night,Massy Palaiseau → Pontoise,FR,FR,37.65,night
V,Versailles Chantiers,Massy Palaiseau,night,Versailles Chantiers → Massy Palaiseau,FR,FR,11.94,night
C,Massy Verrieres,Montigny Beauchamp,night,Massy Verrieres → Montigny Beauchamp,FR,FR,30.86,night
S16,Meilen,Zurich Flughafen,night,Meilen → Zurich Flughafen,CH,CH,21.01,night
S16,Zurich Hardbrucke,Meilen,night,Zurich Hardbrucke → Meilen,CH,CH,16.02,night
S16,Meilen,Zurich Hb,night,Meilen → Zurich Hb,CH,CH,14.38,night
S16,Zurich Tiefenbrunnen,Meilen,night,Zurich Tiefenbrunnen → Meilen,CH,CH,10.9,night
R,Montargis,Melun,night,Montargis → Melun,FR,FR,58.28,night
R,Melun,Montereau,night,Melun → Montereau,FR,FR,26.85,night
D,Saint Denis,Melun,night,Saint Denis → Melun,FR,FR,50.65,night
D,Melun,Stade De France Saint Denis,night,Melun → Stade de France Saint Denis,FR,FR,48.79,night
RE,Milano Centrale,Mendrisio,night,Milano Centrale → Mendrisio,CH,CH,45.97,night
S,Mendrisio,Milano Porta Garibaldi,night,Mendrisio → Milano Porta Garibaldi,CH,CH,45.74,night
S,Mendrisio,Rho,night,Mendrisio → Rho,CH,CH,38.71,night
S40,Mendrisio,Stabio,night,Mendrisio → Stabio,CH,CH,3.44,night
S10,Mendrisio,Taverne Torricella,night,Mendrisio → Taverne Torricella,CH,CH,21.19,night
S40,Mendrisio,Varese,night,Mendrisio → Varese,CH,CH,12.7,night
IC2,Mendrisio,Zurich Hb,night,Mendrisio → Zurich Hb,CH,CH,171.11,night
RB,Sigmaringen,Mengen,night,Sigmaringen → Mengen,CH,CH,9.3,night
RE,Tubingen Hbf,Mengen,night,Tubingen → Mengen,CH,CH,55.44,night
TGV,Montpellier Saint Roch,Metz Ville,night,Montpellier Saint Roch → Metz Ville,CH,CH,636.9,night
TER,Nancy,Metz Ville,night,Nancy → Metz Ville,CH,CH,46.66,night
TGV,Paris Est,Metz Ville,night,Paris Est → Metz Ville,CH,CH,279.77,night
TER,Remilly,Metz Ville,night,Remilly → Metz Ville,CH,CH,19.05,night
TER,Remiremont,Metz Ville,night,Remiremont → Metz Ville,CH,CH,125.42,night
TER,Sarrebourg,Metz Ville,night,Sarrebourg → Metz Ville,CH,CH,76.03,night
TER,Sarreguemines,Metz Ville,night,Sarreguemines → Metz Ville,CH,CH,64.8,night
TER,Strasbourg,Metz Ville,night,Strasbourg → Metz Ville,CH,CH,128.01,night
TER,Metz Ville,Thionville,night,Metz Ville → Thionville,CH,CH,24.96,night
TER,Verdun,Metz Ville,night,Verdun → Metz Ville,CH,CH,58.42,night
TGV,Paris Gare De Lyon,Miramas,night,Paris de Lyon → Miramas,CH,CH,619.1,night
B,Robinson,Mitry Claye,night,Robinson → Mitry Claye,FR,FR,34.19,night
B,Mitry Claye,Saint Remy Les Chevreuse,night,Mitry Claye → Saint Remy les Chevreuse,FR,FR,51.64,night
TGV,Modane,Paris Gare De Lyon,night,Modane → Paris de Lyon,CH,CH,519.79,night
TGV,Quimper,Modane,night,Quimper → Modane,CH,CH,877.61,night
TGV,Modane,Rennes,night,Modane → Rennes,CH,CH,712.98,night
TER,Strasbourg,Molsheim,night,Strasbourg → Molsheim,CH,CH,18.05,night
TER,Selestat,Mommenheim,night,Selestat → Mommenheim,CH,CH,57.01,night
TER,Mommenheim,Strasbourg,night,Mommenheim → Strasbourg,CH,CH,20.19,night
TER,Paris Bercy Bourgogne Pays D Auvergne,Montargis,night,Paris Bercy Bourgogne Pays D Auvergne → Montargis,FR,FR,96.22,night
S50,Palezieux,Montbovon,night,Palezieux → Montbovon,CH,CH,16.88,night
R,Montbovon,Zweisimmen,night,Montbovon → Zweisimmen,CH,CH,26.56,night
TER,Montbrison,Saint Etienne Chateaucreux,night,Montbrison → Saint Etienne Chateaucreux,CH,CH,30.76,night
TER,Montchanin,Nevers,night,Montchanin → Nevers,CH,CH,104.34,night
TER,Paray Le Monial,Montchanin,night,Paray le Monial → Montchanin,CH,CH,44.66,night
R,Monthey,Sion,night,Monthey → Sion,CH,CH,31.22,night
R,Monthey,St Gingolph Suisse,night,Monthey → St Gingolph Suisse,CH,CH,19.02,night
R,Monthey,St Maurice,night,Monthey → St Maurice,CH,CH,5.66,night
C,Montigny Beauchamp,Pont De Rungis Aeroport D Orly,night,Montigny Beauchamp → Pont de Rungis Aeroport D Orly,FR,FR,31.61,night
TER,St Amand Montrond,Montlucon,night,St Amand Montrond → Montlucon,CH,CH,43.7,night
TER,Montlucon,Vierzon,night,Montlucon → Vierzon,CH,CH,106.94,night
TGV,Montpellier Saint Roch,Paris Gare De Lyon,night,Montpellier Saint Roch → Paris de Lyon,CH,CH,594.08,night
TGV,Rennes,Montpellier Saint Roch,night,Rennes → Montpellier Saint Roch,CH,CH,659.33,night
TGV,Strasbourg,Montpellier Saint Roch,night,Strasbourg → Montpellier Saint Roch,CH,CH,628.32,night
TGV,Nantes,Montpellier Sud De France,night,Nantes → Montpellier Sud de France,CH,CH,586.46,night
TGV,Montpellier Sud De France,Paris Gare De Lyon,night,Montpellier Sud de France → Paris de Lyon,CH,CH,595.76,night
R,Montreux,Rochers De Naye,night,Montreux → Rochers de Naye,CH,CH,5.28,night
R,Rougemont,Montreux,night,Rougemont → Montreux,CH,CH,23.6,night
R,Montreux,Zweisimmen,night,Montreux → Zweisimmen,CH,CH,37.88,night
R,Payerne,Morges,night,Payerne → Morges,CH,CH,48.32,night
EXT,Morteratsch,St Moritz,night,Morteratsch → St Moritz,CH,CH,8.94,night
TER,Moulins Sur Allier,Nevers,night,Moulins Sur Allier → Nevers,CH,CH,49.56,night
TER,Moulins Sur Allier,Vic Le Comte,night,Moulins Sur Allier → Vic le Comte,CH,CH,100.19,night
S21,Solothurn,Moutier,night,Solothurn → Moutier,CH,CH,14.87,night
R,Sonceboz Sombeval,Moutier,night,Sonceboz Sombeval → Moutier,CH,CH,18.64,night
TER,Mulhouse,Paris Est,night,Mulhouse → Paris Est,CH,CH,389.51,night
TGV,Mulhouse,Paris Gare De Lyon,night,Mulhouse → Paris de Lyon,CH,CH,387.43,night
TER,Saint Louis Haut Rhin,Mulhouse,night,Saint Louis Haut Rhin → Mulhouse,CH,CH,23.18,night
TER,Strasbourg,Mulhouse,night,Strasbourg → Mulhouse,CH,CH,98.16,night
TER,Mulhouse,Thann,night,Mulhouse → Thann,CH,CH,19.15,night
TER,Mulhouse,Thann Saint Jacques,night,Mulhouse → Thann Saint Jacques,CH,CH,20.26,night
TER,Troyes,Mulhouse,night,Troyes → Mulhouse,CH,CH,251.48,night
TER,Mulhouse,Wesserling,night,Mulhouse → Wesserling,CH,CH,30.6,night
TER,Willer Sur Thur,Mulhouse,night,Willer Sur Thur → Mulhouse,CH,CH,23.26,night
TGV,Mulhouse,Zurich Hb,night,Mulhouse → Zurich Hb,CH,CH,98.52,night
RB,Neuenburg Baden,Mullheim Im Markgraflerland,night,Neuenburg Baden → Mullheim Im Markgraflerland,CH,CH,2.74,night
München Hbf Gl.5-10 → Wien Hbf,Munchen Hbf Gl 5 10,Wien Hbf,night,Munchen Gl 5 10 → Wien,DE,AT,357.51,night
München-Pasing → München Hbf,Munchen Pasing,Munchen Hbf,night,Munchen Pasing → Munchen,DE,DE,7.24,night
EC 62,Munchen Hbf,Salzburg Hbf,night,Munchen → Salzburg,DE,AT,116.55,night
München Hbf → Wien Hbf,Munchen Hbf,Wien Hbf,night,Munchen → Wien,DE,AT,357.29,night
München Hbf → Zürich HB,Munchen Hbf,Zurich Hb,night,Munchen → Zurich Hb,DE,CH,240.98,night
S31,Munchenbuchsee,Wabern Bei Bern,night,Munchenbuchsee → Wabern Bei Bern,CH,CH,10.32,night
S26,Muri Ag,Olten,night,Muri Ag → Olten,CH,CH,33.63,night
S26,Rotkreuz,Muri Ag,night,Rotkreuz → Muri Ag,CH,CH,16.49,night
S42,Muri Ag,Zurich Hb,night,Muri Ag → Zurich Hb,CH,CH,18.86,night
R,Murten Morat,Palezieux,night,Murten Morat → Palezieux,CH,CH,47.5,night
R,Payerne,Murten Morat,night,Payerne → Murten Morat,CH,CH,17.77,night
C,Musee D Orsay,Saint Martin D Etampes,night,Musee D Orsay → Saint Martin D Etampes,FR,FR,49.94,night
S6,Schwanden Gl,Nafels Mollis,night,Schwanden Gl → Nafels Mollis,CH,CH,11.34,night
TER,Neufchateau,Nancy,night,Neufchateau → Nancy,CH,CH,51.26,night
TGV,Nice Ville,Nancy,night,Nice Ville → Nancy,CH,CH,560.57,night
TGV,Paris Est,Nancy,night,Paris Est → Nancy,CH,CH,280.26,night
TER,Nancy,Pont Saint Vincent,night,Nancy → Pont Saint Vincent,CH,CH,11.02,night
TER,Nancy,Reims,night,Nancy → Reims,CH,CH,169.21,night
TER,Remiremont,Nancy,night,Remiremont → Nancy,CH,CH,81.19,night
TER,Revigny,Nancy,night,Revigny → Nancy,CH,CH,88.43,night
TER,Saint Die Des Vosges,Nancy,night,Saint Die des Vosges → Nancy,CH,CH,72.88,night
TER,Strasbourg,Nancy,night,Strasbourg → Nancy,CH,CH,115.29,night
TER,Thionville,Nancy,night,Thionville → Nancy,CH,CH,71.57,night
TER,Nancy,Toul,night,Nancy → Toul,CH,CH,21.56,night
TGV,Toulon,Nancy,night,Toulon → Nancy,CH,CH,618.69,night
TER,Nancy,Verdun,night,Nancy → Verdun,CH,CH,78.55,night
E,Nanterre La Folie,Nogent Le Perreux,night,Nanterre la Folie → Nogent le Perreux,FR,FR,20.58,night
E,Nanterre La Folie,Tournan,night,Nanterre la Folie → Tournan,FR,FR,42.76,night
E,Nanterre La Folie,Vaires Torcy,night,Nanterre la Folie → Vaires Torcy,FR,FR,30.16,night
E,Nanterre La Folie,Villiers Sur Marne Le Plessis Trevise,night,Nanterre la Folie → Villiers Sur Marne le Plessis Trevise,FR,FR,24.56,night
A,Nanterre Prefecture,Torcy,night,Nanterre Prefecture → Torcy,FR,FR,32.22,night
L,Nanterre Universite Rer,Pont Cardinet,night,Nanterre Universite Rer → Pont Cardinet,FR,FR,7.46,night
IC,Nevers,Nantes,night,Nevers → Nantes,CH,CH,355.97,night
TGV,Nantes,St Gervais Les Bains Le Fayet,night,Nantes → St Gervais les Bains le Fayet,CH,CH,646.48,night
TGV,Nantes,Strasbourg,night,Nantes → Strasbourg,CH,CH,707.59,night
S2,Rorschach,Nesslau Neu St Johann,night,Rorschach → Nesslau Neu St Johann,CH,CH,36.29,night
S2,St Gallen,Nesslau Neu St Johann,night,St Gallen → Nesslau Neu St Johann,CH,CH,25.4,night
