route_name,origin,destination,service_type,route_name_simple,origin_country,destination_country,distance_km
RE,sigmaringen,plochingen,day,Sigmaringen → Plochingen,CH,CH,71.0
RE,sigmaringen,stuttgart hbf,day,Sigmaringen → Stuttgart,CH,CH,77.64
RE,sigmaringen,ulm hbf,day,Sigmaringen → Ulm,CH,CH,66.19
RE,sigmaringen,villingen schwarzw,day,Sigmaringen → Villingen Schwarzw,CH,CH,56.31
RE,singen hohentwiel,basel bad bf,day,Singen Hohentwiel → Basel,CH,CH,94.86
SN,singen hohentwiel,engen,day,Singen Hohentwiel → Engen,CH,CH,11.98
RE,singen hohentwiel,erzingen baden,day,Singen Hohentwiel → Erzingen Baden,CH,CH,32.69
RE,singen hohentwiel,friedrichshafen hafen,day,Singen Hohentwiel → Friedrichshafen Hafen,CH,CH,49.48
S6,singen hohentwiel,konstanz,day,Singen Hohentwiel → Konstanz,CH,CH,27.5
RE,singen hohentwiel,rheinfelden baden,day,Singen Hohentwiel → Rheinfelden Baden,CH,CH,82.29
IC,singen hohentwiel,schaffhausen,day,Singen Hohentwiel → Schaffhausen,CH,CH,16.99
RE,singen hohentwiel,waldshut,day,Singen Hohentwiel → Waldshut,CH,CH,48.98
S26,sins,rotkreuz,day,Sins → Rotkreuz,CH,CH,5.73
IR,sion,geneve,day,Sion → Geneve,CH,CH,93.63
IR95,sion,geneve aeroport,day,Sion → Geneve Aeroport,CH,CH,95.94
RE,sion,lausanne,day,Sion → Lausanne,CH,CH,64.59
IR95,sion,nyon,day,Sion → Nyon,CH,CH,88.02
R,sion,st gingolph suisse,day,Sion → St Gingolph Suisse,CH,CH,46.27
S37,siselen finsterhennen,biel bienne,day,Siselen Finsterhennen → Biel Bienne,CH,CH,12.26
S33,sissach,basel sbb,day,Sissach → Basel Sbb,CH,CH,19.18
S9,sissach,olten,day,Sissach → Olten,CH,CH,14.27
C2,sisteron,marseille saint charles,day,Sisteron → Marseille Saint Charles,FR,FR,108.67
S20,solothurn,biel bienne,day,Solothurn → Biel Bienne,CH,CH,24.01
S20,solothurn,luterbach attisholz,day,Solothurn → Luterbach Attisholz,CH,CH,3.4
S21,solothurn,moutier,day,Solothurn → Moutier,CH,CH,14.87
EXT,solothurn,olten,day,Solothurn → Olten,CH,CH,32.06
S46,solothurn,ostermundigen,day,Solothurn → Ostermundigen,CH,CH,27.9
IC5,solothurn,rorschach,day,Solothurn → Rorschach,CH,CH,150.97
S41,solothurn,thun,day,Solothurn → Thun,CH,CH,50.4
S11,solothurn,wiedlisbach,day,Solothurn → Wiedlisbach,CH,CH,9.5
S44,solothurn,wiler,day,Solothurn → Wiler,CH,CH,5.86
RE,solothurn,zollikofen,day,Solothurn → Zollikofen,CH,CH,23.3
IR55,solothurn,zurich hb,day,Solothurn → Zurich Hb,CH,CH,77.68
P43,somain,valenciennes,day,Somain → Valenciennes,FR,FR,17.03
R,sonceboz sombeval,moutier,day,Sonceboz Sombeval → Moutier,CH,CH,18.64
R,sonceboz sombeval,st imier,day,Sonceboz Sombeval → St Imier,CH,CH,13.55
S22,speicher,teufen ar,day,Speicher → Teufen Ar,CH,CH,4.59
RE,spiez,bern,day,Spiez → Bern,CH,CH,34.46
RE,spiez,brig,day,Spiez → Brig,CH,CH,47.12
R,spiez,frutigen,day,Spiez → Frutigen,CH,CH,11.06
RE,spiez,interlaken ost,day,Spiez → Interlaken Ost,CH,CH,14.42
TER,st amand montrond,montlucon,day,St Amand Montrond → Montlucon,CH,CH,43.7
TER,st andre le gaz,grenoble,day,St Andre le Gaz → Grenoble,CH,CH,42.03
TER,st andre le gaz,grenoble universites gieres,day,St Andre le Gaz → Grenoble Universites Gieres,CH,CH,44.88
TER,st andre le gaz,lyon perrache,day,St Andre le Gaz → Lyon Perrache,CH,CH,58.86
P28,st etienne chatcrx g routiere,le puy en velay,day,St Etienne Chatcrx G → le Puy En Velay,FR,FR,59.69
P70,st etienne chatcrx g routiere,noiretable place passeliere,day,St Etienne Chatcrx G → Noiretable Place Passeliere,FR,FR,64.24
E03,st etienne chatcrx g routiere,valence gare routiere,day,St Etienne Chatcrx G → Valence,FR,FR,69.04
S2,st gallen,altstatten sg,day,St Gallen → Altstatten Sg,CH,CH,15.06
IR,st gallen,arth goldau,day,St Gallen → Arth Goldau,CH,CH,74.62
IR,st gallen,biberbrugg,day,St Gallen → Biberbrugg,CH,CH,57.12
S5,st gallen,bischofszell stadt,day,St Gallen → Bischofszell Stadt,CH,CH,12.33
S1,st gallen,feuerthalen,day,St Gallen → Feuerthalen,CH,CH,62.01
IC1,st gallen,geneve,day,St Gallen → Geneve,CH,CH,280.16
IC1,st gallen,geneve aeroport,day,St Gallen → Geneve Aeroport,CH,CH,280.97
RE,st gallen,herisau,day,St Gallen → Herisau,CH,CH,7.91
IC1,st gallen,lausanne,day,St Gallen → Lausanne,CH,CH,231.08
SN,st gallen,lichtensteig,day,St Gallen → Lichtensteig,CH,CH,24.47
IR,st gallen,luzern,day,St Gallen → Luzern,CH,CH,90.12
S2,st gallen,nesslau neu st johann,day,St Gallen → Nesslau Neu St Johann,CH,CH,25.4
S1,st gallen,romanshorn,day,St Gallen → Romanshorn,CH,CH,15.84
S5,st gallen,rorschach,day,St Gallen → Rorschach,CH,CH,11.86
IR,st gallen,rotkreuz,day,St Gallen → Rotkreuz,CH,CH,77.46
RE,st gallen,sargans,day,St Gallen → Sargans,CH,CH,42.46
S22,st gallen,trogen,day,St Gallen → Trogen,CH,CH,7.11
S5,st gallen,weinfelden,day,St Gallen → Weinfelden,CH,CH,25.4
R,st gingolph suisse,brig,day,St Gingolph Suisse → Brig,CH,CH,91.08
R,st gingolph suisse,st maurice,day,St Gingolph Suisse → St Maurice,CH,CH,24.68
RE,st imier,biel bienne,day,St Imier → Biel Bienne,CH,CH,18.4
TER,st marcellin isere,grenoble,day,St Marcellin Isere → Grenoble,CH,CH,30.93
TER,st marcellin isere,grenoble universites gieres,day,St Marcellin Isere → Grenoble Universites Gieres,CH,CH,36.34
S13,st margrethen sg,altstatten sg,day,St Margrethen Sg → Altstatten Sg,CH,CH,10.72
S4,st margrethen sg,herisau,day,St Margrethen Sg → Herisau,CH,CH,28.08
S2,st margrethen sg,rorschach,day,St Margrethen Sg → Rorschach,CH,CH,10.38
S5,st margrethen sg,st gallen,day,St Margrethen Sg → St Gallen,CH,CH,20.46
S4,st margrethen sg,wattwil,day,St Margrethen Sg → Wattwil,CH,CH,44.93
R,st maurice,cossonay penthalaz,day,St Maurice → Cossonay Penthalaz,CH,CH,56.76
R,st maurice,eclepens,day,St Maurice → Eclepens,CH,CH,59.91
R,st maurice,grandson,day,St Maurice → Grandson,CH,CH,71.15
IR95,st maurice,sion,day,St Maurice → Sion,CH,CH,27.5
SN,st maurice,vallorbe,day,St Maurice → Vallorbe,CH,CH,73.36
RE,st moritz,klosters platz,day,St Moritz → Klosters Platz,CH,CH,41.4
R,st moritz,poschiavo,day,St Moritz → Poschiavo,CH,CH,25.04
R,st moritz,s chanf,day,St Moritz → S Chanf,CH,CH,16.4
R,st moritz,samedan,day,St Moritz → Samedan,CH,CH,4.49
GBSPX -> NLAMA,st pancras international,amsterdam centraal,day,St Pancras International → Amsterdam Centraal,GB,NL,357.02
GBSPX -> BEBMI,st pancras international,bruxelles midi,day,St Pancras International → Bruxelles Midi,GB,BE,320.42
GBSPX -> FRPNO,st pancras international,paris nord,day,St Pancras International → Paris Nord,GB,FR,343.53
SN,stafa,bassersdorf,day,Stafa → Bassersdorf,CH,CH,23.17
S16,stafa,zurich hb,day,Stafa → Zurich Hb,CH,CH,20.53
S4,stans,luzern,day,Stans → Luzern,CH,CH,11.07
R,ste croix,yverdon les bains,day,Ste Croix → Yverdon les Bains,CH,CH,11.48
P811,ste croix sq g de gaulle,selestat schwilgue,day,Ste Croix Sq G de Gaulle → Selestat Schwilgue,FR,FR,16.9
P811,ste marie aux mines mairie,selestat,day,Ste Marie Aux Mines Mairie → Selestat,FR,FR,19.38
P811,ste marie aux mines mairie,selestat koeberle,day,Ste Marie Aux Mines Mairie → Selestat Koeberle,FR,FR,20.32
P811,ste marie aux mines theatre,selestat,day,Ste Marie Aux Mines Theatre → Selestat,FR,FR,19.52
S1,stein am rhein,altnau,day,Stein Am Rhein → Altnau,CH,CH,31.03
S1,stein am rhein,romanshorn,day,Stein Am Rhein → Romanshorn,CH,CH,40.58
S29,stein am rhein,seuzach,day,Stein Am Rhein → Seuzach,CH,CH,15.97
S1,stein am rhein,st gallen,day,Stein Am Rhein → St Gallen,CH,CH,46.53
S29,stein am rhein,thalheim altikon,day,Stein Am Rhein → Thalheim Altikon,CH,CH,12.07
S1,stein am rhein,wil sg,day,Stein Am Rhein → Wil Sg,CH,CH,25.66
IR36,stein sackingen,basel sbb,day,Stein Sackingen → Basel Sbb,CH,CH,26.97
S1,stein sackingen,laufenburg,day,Stein Sackingen → Laufenburg,CH,CH,8.68
SN,stettbach,bulach,day,Stettbach → Bulach,CH,CH,14.8
K1,strasbourg,bar le duc,day,Strasbourg → Bar le Duc,FR,FR,189.61
TER,strasbourg,bar le duc,day,Strasbourg → Bar le Duc,CH,CH,189.68
C23,strasbourg,barr,day,Strasbourg → Barr,FR,FR,28.72
TER,strasbourg,barr,day,Strasbourg → Barr,CH,CH,28.79
TER,strasbourg,colmar,day,Strasbourg → Colmar,CH,CH,63.83
P34,strasbourg,diemeringen,day,Strasbourg → Diemeringen,FR,FR,56.38
TER,strasbourg,diemeringen,day,Strasbourg → Diemeringen,CH,CH,56.48
C24+,strasbourg,epinal,day,Strasbourg → Epinal,FR,FR,105.61
TER,strasbourg,epinal,day,Strasbourg → Epinal,CH,CH,105.73
C35,strasbourg,haguenau,day,Strasbourg → Haguenau,FR,FR,25.65
TER,strasbourg,haguenau,day,Strasbourg → Haguenau,CH,CH,25.62
C25,strasbourg,kehl,day,Strasbourg → Kehl,FR,FR,5.41
INCONNU,strasbourg,krimmeri meinau,day,Strasbourg → Krimmeri Meinau,FR,FR,2.76
TER,strasbourg,krimmeri meinau,day,Strasbourg → Krimmeri Meinau,CH,CH,2.71
C38,strasbourg,lauterbourg,day,Strasbourg → Lauterbourg,FR,FR,53.77
TER,strasbourg,lauterbourg,day,Strasbourg → Lauterbourg,CH,CH,53.72
K31,strasbourg,luneville,day,Strasbourg → Luneville,FR,FR,90.98
TER,strasbourg,luneville,day,Strasbourg → Luneville,CH,CH,91.06
TGV,strasbourg,lyon part dieu,day,Strasbourg → Lyon Part Dieu,CH,CH,381.87
071A,strasbourg,lyon perrache,day,Strasbourg → Lyon Perrache,FR,FR,384.41
TGV,strasbourg,lyon perrache,day,Strasbourg → Lyon Perrache,CH,CH,384.5
TGV,strasbourg,marseille saint charles,day,Strasbourg → Marseille Saint Charles,CH,CH,614.71
K32,strasbourg,metz,day,Strasbourg → Metz,FR,FR,127.97
TER,strasbourg,metz ville,day,Strasbourg → Metz Ville,CH,CH,128.01
C22,strasbourg,molsheim,day,Strasbourg → Molsheim,FR,FR,18.0
TER,strasbourg,molsheim,day,Strasbourg → Molsheim,CH,CH,18.05
071B,strasbourg,montpellier saint roch,day,Strasbourg → Montpellier Saint Roch,FR,FR,628.26
TGV,strasbourg,montpellier saint roch,day,Strasbourg → Montpellier Saint Roch,CH,CH,628.32
TER,strasbourg,mulhouse,day,Strasbourg → Mulhouse,CH,CH,98.16
K31,strasbourg,nancy,day,Strasbourg → Nancy,FR,FR,115.17
TER,strasbourg,nancy,day,Strasbourg → Nancy,CH,CH,115.29
C25,strasbourg,offenburg,day,Strasbourg → Offenburg,FR,FR,19.79
TGV,strasbourg,paris est,day,Strasbourg → Paris Est,CH,CH,395.55
C38,strasbourg,roeschwoog,day,Strasbourg → Roeschwoog,FR,FR,35.13
TER,strasbourg,roeschwoog,day,Strasbourg → Roeschwoog,CH,CH,35.09
TER,strasbourg,rothau,day,Strasbourg → Rothau,CH,CH,41.29
C24+,strasbourg,saales,day,Strasbourg → Saales,FR,FR,53.04
C24+,strasbourg,saint die des vosges,day,Strasbourg → Saint Die des Vosges,FR,FR,67.03
TER,strasbourg,saint die des vosges,day,Strasbourg → Saint Die des Vosges,CH,CH,67.13
K200,strasbourg,saint louis,day,Strasbourg → Saint Louis,FR,FR,111.37
TER,strasbourg,saint louis haut rhin,day,Strasbourg → Saint Louis Haut Rhin,CH,CH,111.42
C30+,strasbourg,sarrebourg,day,Strasbourg → Sarrebourg,FR,FR,52.83
TER,strasbourg,sarrebourg,day,Strasbourg → Sarrebourg,CH,CH,52.99
P34,strasbourg,sarrebruck,day,Strasbourg → Sarrebruck,FR,FR,90.92
P34,strasbourg,sarreguemines,day,Strasbourg → Sarreguemines,FR,FR,75.78
C33,strasbourg,saverne,day,Strasbourg → Saverne,FR,FR,32.55
TER,strasbourg,saverne,day,Strasbourg → Saverne,CH,CH,32.65
C33,strasbourg,selestat,day,Strasbourg → Selestat,FR,FR,42.05
C38,strasbourg,sessenheim,day,Strasbourg → Sessenheim,FR,FR,30.06
P34,strasbourg,wingen sur moder,day,Strasbourg → Wingen Sur Moder,FR,FR,45.37
TER,strasbourg,wissembourg,day,Strasbourg → Wissembourg,CH,CH,52.09
RE,stuttgart hbf,aulendorf,day,Stuttgart → Aulendorf,CH,CH,98.56
651B,stuttgart hbf,paris est,day,Stuttgart → Paris Est,FR,FR,499.53
S3,suberg grossaffoltern,bern,day,Suberg Grossaffoltern → Bern,CH,CH,14.39
S28,suhr,kolliken,day,Suhr → Kolliken,CH,CH,5.68
S28,suhr,lenzburg,day,Suhr → Lenzburg,CH,CH,6.98
S28,suhr,zofingen,day,Suhr → Zofingen,CH,CH,14.01
C424,surdon,alencon,day,Surdon → Alencon,FR,FR,25.81
S29,sursee,aarau,day,Sursee → Aarau,CH,CH,24.78
S1,sursee,baar,day,Sursee → Baar,CH,CH,32.26
S1,sursee,emmenbrucke,day,Sursee → Emmenbrucke,CH,CH,17.87
IR15,sursee,fribourg freiburg,day,Sursee → Fribourg Freiburg,CH,CH,82.64
S29,sursee,turgi,day,Sursee → Turgi,CH,CH,37.57
L53,tarbes,bayonne,day,Tarbes → Bayonne,FR,FR,127.7
L52,tarbes,bordeaux saint jean,day,Tarbes → Bordeaux Saint Jean,FR,FR,183.32
D52,tarbes,dax,day,Tarbes → Dax,FR,FR,104.97
421B,tarbes,paris montparnasse hall 1 2,day,Tarbes → Paris Montparnasse Hall 1 2,FR,FR,646.54
R,tasch,zermatt,day,Tasch → Zermatt,CH,CH,5.25
TER,tassin,lozanne,day,Tassin → Lozanne,CH,CH,11.91
S37,tauffelen,ins,day,Tauffelen → Ins,CH,CH,10.55
R,tavannes,le noirmont,day,Tavannes → le Noirmont,CH,CH,18.52
S90,taverne torricella,lugano,day,Taverne Torricella → Lugano,CH,CH,5.84
S3,tecknau,basel sbb,day,Tecknau → Basel Sbb,CH,CH,25.08
S3,tecknau,delemont,day,Tecknau → Delemont,CH,CH,41.51
P1,tende,breil sur roya,day,Tende → Breil Sur Roya,FR,FR,16.13
P14,tergnier,compiegne,day,Tergnier → Compiegne,FR,FR,43.16
K13,tergnier,paris gare du nord,day,Tergnier → Paris du Nord,FR,FR,110.35
S30,ternate varano borghi,cadenazzo,day,Ternate Varano Borghi → Cadenazzo,CH,CH,45.21
P15,ternay barbieres,serezin,day,Ternay Barbieres → Serezin,FR,FR,3.66
P27,tessonnieres,figeac,day,Tessonnieres → Figeac,FR,FR,75.49
S24,thalwil,bassersdorf,day,Thalwil → Bassersdorf,CH,CH,16.52
S24,thalwil,zurich flughafen,day,Thalwil → Zurich Flughafen,CH,CH,17.17
S24,thalwil,zurich hb,day,Thalwil → Zurich Hb,CH,CH,9.33
P14,thann,kruth,day,Thann → Kruth,FR,FR,16.43
P14,thann,wesserling,day,Thann → Wesserling,FR,FR,12.15
P14,thann saint jacques,kruth,day,Thann Saint Jacques → Kruth,FR,FR,15.43
TER,thann saint jacques,kruth,day,Thann Saint Jacques → Kruth,CH,CH,15.44
P14,thann saint jacques,mulhouse,day,Thann Saint Jacques → Mulhouse,FR,FR,20.22
C43,thaon,epinal,day,Thaon → Epinal,FR,FR,7.65
C10,thiers,clermont ferrand,day,Thiers → Clermont Ferrand,FR,FR,35.49
TER,thiers,clermont ferrand,day,Thiers → Clermont Ferrand,CH,CH,35.48
K60,thiers,st etienne chatcrx g routiere,day,Thiers → St Etienne Chatcrx G,FR,FR,81.32
C10,thiers,vertaizon,day,Thiers → Vertaizon,FR,FR,21.5
C50,thionville,bettembourg,day,Thionville → Bettembourg,FR,FR,18.68
P60,thionville,charleville mezieres,day,Thionville → Charleville Mezieres,FR,FR,113.87
TER,thionville,charleville mezieres,day,Thionville → Charleville Mezieres,CH,CH,113.67
P831,thionville,creutzwald gare routiere,day,Thionville → Creutzwald,FR,FR,41.65
P831,thionville,kedange eglise,day,Thionville → Kedange Eglise,FR,FR,13.31
TER,thionville,longuyon,day,Thionville → Longuyon,CH,CH,41.46
C50+,thionville,luxembourg gare,day,Thionville → Luxembourg,FR,FR,27.32
C50+,thionville,metz,day,Thionville → Metz,FR,FR,27.19
C40+,thionville,nancy,day,Thionville → Nancy,FR,FR,73.85
TER,thionville,nancy,day,Thionville → Nancy,CH,CH,71.57
P51,thionville,perl gare routiere,day,Thionville → Perl,FR,FR,19.71
L1,thonon les bains,annemasse,day,Thonon les Bains → Annemasse,FR,FR,26.67
E13,thonon les bains,chambery challes les eaux,day,Thonon les Bains → Chambery Challes les Eaux,FR,FR,98.77
L1,thonon les bains,evian les bains,day,Thonon les Bains → Evian les Bains,FR,FR,8.02
P65,thouars,bressuire,day,Thouars → Bressuire,FR,FR,27.17
P65,thouars,saumur,day,Thouars → Saumur,FR,FR,33.27
P65,thouars,tours,day,Thouars → Tours,FR,FR,81.74
S41,thun,aefligen,day,Thun → Aefligen,CH,CH,38.26
S4,thun,belp,day,Thun → Belp,CH,CH,17.93
S11,thun,bern,day,Thun → Bern,CH,CH,25.98
S41,thun,burgdorf,day,Thun → Burgdorf,CH,CH,34.01
S1,thun,dudingen,day,Thun → Dudingen,CH,CH,35.15
S1,thun,flamatt,day,Thun → Flamatt,CH,CH,27.88
S1,thun,fribourg freiburg,day,Thun → Fribourg Freiburg,CH,CH,36.83
S42,thun,hasle ruegsau,day,Thun → Hasle Ruegsau,CH,CH,29.13
IC61,thun,interlaken ost,day,Thun → Interlaken Ost,CH,CH,19.6
S4,thun,lutzelfluh goldbach,day,Thun → Lutzelfluh Goldbach,CH,CH,28.1
RE,thun,zweisimmen,day,Thun → Zweisimmen,CH,CH,29.65
S1,thusis,landquart,day,Thusis → Landquart,CH,CH,31.17
RE,thusis,reichenau tamins,day,Thusis → Reichenau Tamins,CH,CH,14.16
S1,thusis,schiers,day,Thusis → Schiers,CH,CH,35.43
IR38,thusis,st moritz,day,Thusis → St Moritz,CH,CH,38.12
PE,tirano,pontresina,day,Tirano → Pontresina,CH,CH,36.96
PE,tirano,st moritz,day,Tirano → St Moritz,CH,CH,39.89
K7,tonnerre,laroche migennes,day,Tonnerre → Laroche Migennes,FR,FR,36.12
P45,toul,allamps e s a t,day,Toul → Allamps E S A T,FR,FR,16.35
C46+,toul,bar le duc,day,Toul → Bar le Duc,FR,FR,53.38
K45,toul,dijon,day,Toul → Dijon,FR,FR,163.56
TER,toul,luneville,day,Toul → Luneville,CH,CH,46.4
C46+,toul,revigny,day,Toul → Revigny,FR,FR,67.57
C6,toulon,hyeres,day,Toulon → Hyeres,FR,FR,15.96
533A,toulon,marne la vallee chessy,day,Toulon → Marne la Vallee Chessy,FR,FR,682.98
C6,toulon,marseille saint charles,day,Toulon → Marseille Saint Charles,FR,FR,48.53
071A,toulon,nancy,day,Toulon → Nancy,FR,FR,618.7
TGV,toulon,nancy,day,Toulon → Nancy,CH,CH,618.69
631B,toulon,paris gare de lyon hall 1 2,day,Toulon → Paris de Lyon Hall 1 2,FR,FR,692.29
071A,toulon,strasbourg,day,Toulon → Strasbourg,FR,FR,622.6
TGV,toulon,strasbourg,day,Toulon → Strasbourg,CH,CH,622.61
P2,toulouse matabiau,albi ville,day,Toulouse Matabiau → Albi Ville,FR,FR,64.94
C5,toulouse matabiau,boussens,day,Toulouse Matabiau → Boussens,FR,FR,61.76
K1,toulouse matabiau,brive la gaillarde,day,Toulouse Matabiau → Brive la Gaillarde,FR,FR,171.5
K1,toulouse matabiau,cahors,day,Toulouse Matabiau → Cahors,FR,FR,93.2
P27,toulouse matabiau,capdenac,day,Toulouse Matabiau → Capdenac,FR,FR,118.53
C3,toulouse matabiau,castelnaudary,day,Toulouse Matabiau → Castelnaudary,FR,FR,52.08
P10,toulouse matabiau,castres,day,Toulouse Matabiau → Castres,FR,FR,62.61
K3,toulouse matabiau,cerbere,day,Toulouse Matabiau → Cerbere,FR,FR,190.32
P27,toulouse matabiau,clermont ferrand,day,Toulouse Matabiau → Clermont Ferrand,FR,FR,273.93
TER,toulouse matabiau,clermont ferrand,day,Toulouse Matabiau → Clermont Ferrand,CH,CH,273.89
C6,toulouse matabiau,colomiers,day,Toulouse Matabiau → Colomiers,FR,FR,9.65
552A,toulouse matabiau,hendaye,day,Toulouse Matabiau → Hendaye,FR,FR,262.59
C6,toulouse matabiau,l isle jourdain,day,Toulouse Matabiau → L Isle Jourdain,FR,FR,29.29
552A,toulouse matabiau,lourdes,day,Toulouse Matabiau → Lourdes,FR,FR,133.61
K5,toulouse matabiau,luchon,day,Toulouse Matabiau → Luchon,FR,FR,114.08
180A,toulouse matabiau,marseille saint charles,day,Toulouse Matabiau → Marseille Saint Charles,FR,FR,318.77
C1,toulouse matabiau,montauban ville bourbon,day,Toulouse Matabiau → Montauban Ville Bourbon,FR,FR,45.73
C5,toulouse matabiau,montrejeau gourdan polignan,day,Toulouse Matabiau → Montrejeau Gourdan Polignan,FR,FR,92.62
C3,toulouse matabiau,narbonne,day,Toulouse Matabiau → Narbonne,FR,FR,133.83
K13,toulouse matabiau,nimes centre,day,Toulouse Matabiau → Nimes Centre,FR,FR,235.31
C4,toulouse matabiau,pamiers,day,Toulouse Matabiau → Pamiers,FR,FR,56.65
K5,toulouse matabiau,pau,day,Toulouse Matabiau → Pau,FR,FR,151.4
P2,toulouse matabiau,rodez,day,Toulouse Matabiau → Rodez,FR,FR,122.92
P10,toulouse matabiau,saint sulpice,day,Toulouse Matabiau → Saint Sulpice,FR,FR,25.79
K5,toulouse matabiau,tarbes,day,Toulouse Matabiau → Tarbes,FR,FR,119.16
P27,toulouse matabiau,tessonnieres,day,Toulouse Matabiau → Tessonnieres,FR,FR,52.44
533A,tourcoing,montpellier sud de france,day,Tourcoing → Montpellier Sud de France,FR,FR,793.94
261B,tourcoing,paris gare du nord,day,Tourcoing → Paris du Nord,FR,FR,212.4
533B,tourcoing,paris montparnasse hall 1 2,day,Tourcoing → Paris Montparnasse Hall 1 2,FR,FR,217.26
P30,tours,alencon,day,Tours → Alencon,FR,FR,124.25
P1,tours,angers saint laud,day,Tours → Angers Saint Laud,FR,FR,94.37
P6,tours,blois chambord,day,Tours → Blois Chambord,FR,FR,52.16
P7,tours,bourges,day,Tours → Bourges,FR,FR,132.58
P33,tours,chateaudun,day,Tours → Chateaudun,FR,FR,90.03
P21,tours,chinon,day,Tours → Chinon,FR,FR,41.76
P65,tours,la roche sur yon,day,Tours → la Roche Sur Yon,FR,FR,179.98
P1,tours,le croisic,day,Tours → le Croisic,FR,FR,241.38
P2,tours,lyon perrache,day,Tours → Lyon Perrache,FR,FR,364.79
TER,tours,lyon perrache,day,Tours → Lyon Perrache,CH,CH,364.69
P7,tours,nevers,day,Tours → Nevers,FR,FR,191.05
TER,tours,nevers,day,Tours → Nevers,CH,CH,190.91
K16,tours,orleans,day,Tours → Orleans,FR,FR,107.48
K6+,tours,paris austerlitz,day,Tours → Paris Austerlitz,FR,FR,203.68
421F,tours,paris montparnasse hall 1 2,day,Tours → Paris Montparnasse Hall 1 2,FR,FR,201.59
P11,tours,poitiers,day,Tours → Poitiers,FR,FR,93.86
P11,tours,port de piles,day,Tours → Port de Piles,FR,FR,42.8
P101,tours,saumur,day,Tours → Saumur,FR,FR,59.14
P7,tours,vierzon,day,Tours → Vierzon,FR,FR,104.66
P8,toury,angerville,day,Toury → Angerville,FR,FR,13.95
R,tramelan,tavannes,day,Tramelan → Tavannes,CH,CH,7.36
RE,triberg,herbertingen,day,Triberg → Herbertingen,CH,CH,87.81
