route_name,origin,destination,service_type,route_name_simple,origin_country,destination_country
A18,innsbruck hauptbahnhof,worgl hbf,night,Innsbruck Hauptbahnhof → Worgl,AT,
A18,bludenz bahnhof,landeck zams bahnhof,night,Bludenz Bahnhof → Landeck Zams Bahnhof,,
A18,buchs bahnhof,feldkirch bahnhof,night,Buchs Bahnhof → Feldkirch Bahnhof,,
A18,innsbruck hauptbahnhof,bludenz bahnhof,night,Innsbruck Hauptbahnhof → Bludenz Bahnhof,AT,
A19,wien hauptbahnhof,st polten hauptbahnhof,night,Wien Hauptbahnhof → St Polten Hauptbahnhof,AT,CH
A1,kufstein bahnhof,salzburg hauptbahnhof,night,Kufstein Bahnhof → Salzburg Hauptbahnhof,,AT
A1,linz donau hauptbahnhof 9,wien meidling,night,Linz Donau Hauptbahnhof 9 → Wien Meidling,,AT
A1,brennero stazione di brennero,steinach a br bahnhof,night,Brennero Stazione Di Brennero → Steinach A Br Bahnhof,,
A1,brennero stazione di brennero,innsbruck hauptbahnhof,night,Brennero Stazione Di Brennero → Innsbruck Hauptbahnhof,,AT
A1,linz donau hauptbahnhof 9,wels hauptbahnhof,night,Linz Donau Hauptbahnhof 9 → Wels Hauptbahnhof,,
A1,wien hauptbahnhof,kufstein bahnhof,night,Wien Hauptbahnhof → Kufstein Bahnhof,AT,
A1,wien hauptbahnhof,jenbach bahnhof,night,Wien Hauptbahnhof → Jenbach Bahnhof,AT,
A1,wien hauptbahnhof,innsbruck hauptbahnhof,night,Wien Hauptbahnhof → Innsbruck Hauptbahnhof,AT,AT
A1,salzburg hauptbahnhof,neumarkt bahnhof,night,Salzburg Hauptbahnhof → Neumarkt Bahnhof,AT,
A1,rosenheim bahnhof,st polten hauptbahnhof,night,Rosenheim Bahnhof → St Polten Hauptbahnhof,,CH
A1,salzburg hauptbahnhof,flughafen wien bahnhof,night,Salzburg Hauptbahnhof → Flughafen Wien Bahnhof,AT,AT
A20,selzthal bahnhof,kirchdorf krems bahnhof,night,Selzthal Bahnhof → Kirchdorf Krems Bahnhof,,
A20,linz donau hauptbahnhof 5,neuhofen krems bahnhof,night,Linz Donau Hauptbahnhof 5 → Neuhofen Krems Bahnhof,,
A20,linz donau hauptbahnhof 3,neuhofen krems bahnhof,night,Linz Donau Hauptbahnhof 3 → Neuhofen Krems Bahnhof,,
A21,wien westbahnhof,wien hauptbahnhof,night,Wien Westbahnhof → Wien Hauptbahnhof,AT,AT
A21,tullnerfeld bahnhof,wien westbahnhof,night,Tullnerfeld Bahnhof → Wien Westbahnhof,,AT
A21,st polten hauptbahnhof,wien westbahnhof,night,St Polten Hauptbahnhof → Wien Westbahnhof,CH,AT
A21,st valentin bahnhof,tullnerfeld bahnhof,night,St Valentin Bahnhof → Tullnerfeld Bahnhof,,
A21,linz donau hauptbahnhof 7,st polten hauptbahnhof,night,Linz Donau Hauptbahnhof 7 → St Polten Hauptbahnhof,,CH
A21,salzburg hauptbahnhof,wien hauptbahnhof,night,Salzburg Hauptbahnhof → Wien Hauptbahnhof,AT,AT
A21,freilassing bahnhof,wien hauptbahnhof,night,Freilassing Bahnhof → Wien Hauptbahnhof,,AT
A3,innsbruck hauptbahnhof,bregenz bahnhof,night,Innsbruck Hauptbahnhof → Bregenz Bahnhof,AT,
A3,kufstein bahnhof,bregenz bahnhof,night,Kufstein Bahnhof → Bregenz Bahnhof,,
A3,bregenz bahnhof,wien hauptbahnhof,night,Bregenz Bahnhof → Wien Hauptbahnhof,,AT
A3,salzburg hauptbahnhof,worgl hbf,night,Salzburg Hauptbahnhof → Worgl,AT,
A3,linz donau hauptbahnhof 9,dornbirn bahnhof,night,Linz Donau Hauptbahnhof 9 → Dornbirn Bahnhof,,
A3,linz donau hauptbahnhof 9,bregenz bahnhof,night,Linz Donau Hauptbahnhof 9 → Bregenz Bahnhof,,
A3,flughafen wien bahnhof,dornbirn bahnhof,night,Flughafen Wien Bahnhof → Dornbirn Bahnhof,AT,
A3,bregenz bahnhof,dornbirn bahnhof,night,Bregenz Bahnhof → Dornbirn Bahnhof,,
A4,villach hauptbahnhof,spittal millstatter see bahnhof,night,Villach Hauptbahnhof → Spittal Millstatter See Bahnhof,,
A4,lienz bahnhof,greifenburg weiensee bahnhof,night,Lienz Bahnhof → Greifenburg Weiensee Bahnhof,,
A62,wien hauptbahnhof,hegyeshalom palyaudvar,night,Wien Hauptbahnhof → Hegyeshalom Palyaudvar,AT,
A62,salzburg hauptbahnhof,hegyeshalom palyaudvar,night,Salzburg Hauptbahnhof → Hegyeshalom Palyaudvar,AT,
A62,freilassing bahnhof,hegyeshalom palyaudvar,night,Freilassing Bahnhof → Hegyeshalom Palyaudvar,,
A62,freilassing bahnhof,gyor palyaudvar,night,Freilassing Bahnhof → Gyor Palyaudvar,,
A62,wien hauptbahnhof,passau hauptbahnhof,night,Wien Hauptbahnhof → Passau Hauptbahnhof,AT,
A62,hegyeshalom palyaudvar,wien westbahnhof,night,Hegyeshalom Palyaudvar → Wien Westbahnhof,,AT
A62,hegyeshalom palyaudvar,passau hauptbahnhof,night,Hegyeshalom Palyaudvar → Passau Hauptbahnhof,,
A62,wien hauptbahnhof,amstetten bahnhof,night,Wien Hauptbahnhof → Amstetten Bahnhof,AT,
A62,hegyeshalom palyaudvar,munchen hauptbahnhof,night,Hegyeshalom Palyaudvar → Munchen Hauptbahnhof,,DE
A7,freilassing bahnhof,klagenfurt hauptbahnhof,night,Freilassing Bahnhof → Klagenfurt Hauptbahnhof,,
A8,selzthal bahnhof,graz hbf 4,night,Selzthal Bahnhof → Graz 4,,AT
A8,graz hbf 2,selzthal bahnhof,night,Graz 2 → Selzthal Bahnhof,AT,
A8,schwarzach st veit bahnhof,maishofen saalbach bahnhof,night,Schwarzach St Veit Bahnhof → Maishofen Saalbach Bahnhof,,
A8,selzthal bahnhof,st michael bahnhof,night,Selzthal Bahnhof → St Michael Bahnhof,,
A8,innsbruck hauptbahnhof,hopfgarten i br berglift bahnhof,night,Innsbruck Hauptbahnhof → Hopfgarten I Br Berglift Bahnhof,AT,
A8,graz hbf 3,selzthal bahnhof,night,Graz 3 → Selzthal Bahnhof,AT,
A92,sentilj zelezniska postaja,spielfeld tarifpunkt grenze bahn,night,Sentilj Zelezniska Postaja → Spielfeld Tarifpunkt Grenze Bahn,,
A9,tarvisio citta boscoverde,klagenfurt hauptbahnhof,night,Tarvisio Citta Boscoverde → Klagenfurt Hauptbahnhof,,
A9,villach hauptbahnhof,tarvisio citta boscoverde,night,Villach Hauptbahnhof → Tarvisio Citta Boscoverde,,
CH1,zurich hb,st margrethen bahnhof,night,Zurich Hb → St Margrethen Bahnhof,CH,
CH3,zurich hb,buchs bahnhof,night,Zurich Hb → Buchs Bahnhof,CH,
D15,passau hauptbahnhof,linz donau hauptbahnhof 7,night,Passau Hauptbahnhof → Linz Donau Hauptbahnhof 7,,
D16,freilassing bahnhof,munchen hauptbahnhof,night,Freilassing Bahnhof → Munchen Hauptbahnhof,,DE
D17,salzburg hauptbahnhof,freilassing bahnhof,night,Salzburg Hauptbahnhof → Freilassing Bahnhof,AT,
D9,rosenheim bahnhof,freilassing bahnhof,night,Rosenheim Bahnhof → Freilassing Bahnhof,,
D9,munchen hauptbahnhof,rosenheim bahnhof,night,Munchen Hauptbahnhof → Rosenheim Bahnhof,DE,
HU1,hegyeshalom palyaudvar,gyor palyaudvar,night,Hegyeshalom Palyaudvar → Gyor Palyaudvar,,
HU1,bucuresti nord gara a,hegyeshalom palyaudvar,night,Bucuresti Nord Gara A → Hegyeshalom Palyaudvar,,
HU1,chop,gyor palyaudvar,night,Chop → Gyor Palyaudvar,,
HU1,kyjiw passaschyrskyj,nyiregyhaza,night,Kyjiw Passaschyrskyj → Nyiregyhaza,,
I1,brennero stazione di brennero,bolzano stazione di bolzano,night,Brennero Stazione Di Brennero → Bolzano Stazione Di Bolzano,,
I3,venezia santa lucia,tarvisio citta boscoverde,night,Venezia Santa Lucia → Tarvisio Citta Boscoverde,,
SI1,jesenice si zelezniska posta,villach hauptbahnhof,night,Jesenice Si Zelezniska Posta → Villach Hauptbahnhof,FR,
SI1,jesenice si zelezniska posta,ljubljana zelezniska postaja,night,Jesenice Si Zelezniska Posta → Ljubljana Zelezniska Postaja,FR,
SK,bratislava petrzalka stanica,bratislava hlavna stanica,night,Bratislava Petrzalka Stanica → Bratislava Hlavna Stanica,,
220-A,bockstein bahnhof,mallnitz obervellach bahnhof,night,Bockstein Bahnhof → Mallnitz Obervellach Bahnhof,,
A12,graz hbf 1b e,wiener neustadt hauptbahnhof,night,Graz 1b E → Wiener Neustadt Hauptbahnhof,AT,AT
A12,breclav,graz hbf 6,night,Breclav → Graz 6,,AT
A12,breclav,graz hbf 1b e,night,Breclav → Graz 1b E,,AT
A15-A,klagenfurt hauptbahnhof,graz hbf 2,night,Klagenfurt Hauptbahnhof → Graz 2,,AT
A15-A,feldkirch bahnhof,landeck zams bahnhof,night,Feldkirch Bahnhof → Landeck Zams Bahnhof,,
A15-A,buchs bahnhof,landeck zams bahnhof,night,Buchs Bahnhof → Landeck Zams Bahnhof,,
A15-A,st margrethen bahnhof,schwarzach st veit bahnhof,night,St Margrethen Bahnhof → Schwarzach St Veit Bahnhof,,
A15-A,schwarzach st veit bahnhof,portschach worthersee bahnhof,night,Schwarzach St Veit Bahnhof → Portschach Worthersee Bahnhof,,
A1,breclav,freilassing bahnhof,night,Breclav → Freilassing Bahnhof,,
A1,kufstein bahnhof,hall in tirol bahnhof,night,Kufstein Bahnhof → Hall In Tirol Bahnhof,,
A-1,feldkirch bahnhof,st margrethen bahnhof,night,Feldkirch Bahnhof → St Margrethen Bahnhof,,
A-1,graz hbf 1b e,spittal millstatter see bahnhof,night,Graz 1b E → Spittal Millstatter See Bahnhof,AT,
A-1,sentilj zelezniska postaja,maribor zelezniska postaja,night,Sentilj Zelezniska Postaja → Maribor Zelezniska Postaja,,
A3,feldkirch bahnhof,hohenems bahnhof,night,Feldkirch Bahnhof → Hohenems Bahnhof,,
A3,hegyeshalom palyaudvar,bruck leitha bahnhof,night,Hegyeshalom Palyaudvar → Bruck Leitha Bahnhof,,
A3,bruck leitha bahnhof,salzburg hauptbahnhof,night,Bruck Leitha Bahnhof → Salzburg Hauptbahnhof,,AT
A3,wien hauptbahnhof autoreisezug,bregenz bahnhof,night,Wien Hauptbahnhof Autoreisezug → Bregenz Bahnhof,AT,
A3,bregenz bahnhof,hegyeshalom palyaudvar,night,Bregenz Bahnhof → Hegyeshalom Palyaudvar,,
A5,wien hauptbahnhof autoreisezug,innsbruck hauptbahnhof,night,Wien Hauptbahnhof Autoreisezug → Innsbruck Hauptbahnhof,AT,AT
A5,bregenz bahnhof,salzburg sud s bahn,night,Bregenz Bahnhof → Salzburg Sud S Bahn,,AT
A7,salzburg hauptbahnhof,klagenfurt hauptbahnhof,night,Salzburg Hauptbahnhof → Klagenfurt Hauptbahnhof,AT,
A85,schwarzach st veit bahnhof,salzburg hauptbahnhof,night,Schwarzach St Veit Bahnhof → Salzburg Hauptbahnhof,,AT
A85,freilassing bahnhof,tarvisio citta boscoverde,night,Freilassing Bahnhof → Tarvisio Citta Boscoverde,,
A86,wien hauptbahnhof,wiener neustadt hauptbahnhof,night,Wien Hauptbahnhof → Wiener Neustadt Hauptbahnhof,AT,AT
A88,jesenice si zelezniska posta,feldkirch bahnhof,night,Jesenice Si Zelezniska Posta → Feldkirch Bahnhof,FR,
A88,jesenice si zelezniska posta,buchs bahnhof,night,Jesenice Si Zelezniska Posta → Buchs Bahnhof,FR,
A91,tarvisio citta boscoverde,wien hauptbahnhof,night,Tarvisio Citta Boscoverde → Wien Hauptbahnhof,,AT
A92,sentilj zelezniska postaja,bratislava hlavna stanica,night,Sentilj Zelezniska Postaja → Bratislava Hlavna Stanica,,
A92,bratislava hlavna stanica,wiener neustadt hauptbahnhof,night,Bratislava Hlavna Stanica → Wiener Neustadt Hauptbahnhof,,AT
A94,st margrethen bahnhof,linz donau hauptbahnhof 6,night,St Margrethen Bahnhof → Linz Donau Hauptbahnhof 6,,
A94,st margrethen bahnhof,linz donau hauptbahnhof 7,night,St Margrethen Bahnhof → Linz Donau Hauptbahnhof 7,,
A9,tarvisio citta boscoverde,wiener neustadt hauptbahnhof,night,Tarvisio Citta Boscoverde → Wiener Neustadt Hauptbahnhof,,AT
A9,villach hauptbahnhof,wiener neustadt hauptbahnhof,night,Villach Hauptbahnhof → Wiener Neustadt Hauptbahnhof,,AT
CH2,salzburg hauptbahnhof,bregenz bahnhof,night,Salzburg Hauptbahnhof → Bregenz Bahnhof,AT,
CH2,linz donau hauptbahnhof 7,wien hauptbahnhof,night,Linz Donau Hauptbahnhof 7 → Wien Hauptbahnhof,,AT
CZ3,breclav,decin hlavni nadrazi,night,Breclav → Decin Hlavni Nadrazi,,
CZ3,berlin hauptbahnhof,praha hlavni nadrazi,night,Berlin Hauptbahnhof → Praha Hlavni Nadrazi,DE,
CZ4,bregenz bahnhof,buchs bahnhof,night,Bregenz Bahnhof → Buchs Bahnhof,,
D10,freilassing bahnhof,jesenice si zelezniska posta,night,Freilassing Bahnhof → Jesenice Si Zelezniska Posta,,FR
D11,kufstein bahnhof,rosenheim bahnhof,night,Kufstein Bahnhof → Rosenheim Bahnhof,,
D11,bruxelles midi,koln hauptbahnhof,night,Bruxelles Midi → Koln Hauptbahnhof,BE,DE
D16,hamburg altona,nurnberg hauptbahnhof,night,Hamburg Altona → Nurnberg Hauptbahnhof,DE,
D16,nurnberg hauptbahnhof,kufstein bahnhof,night,Nurnberg Hauptbahnhof → Kufstein Bahnhof,,
D16,hamburg altona,kufstein bahnhof,night,Hamburg Altona → Kufstein Bahnhof,DE,
D16,munster westf hbf,kufstein bahnhof,night,Munster Westf → Kufstein Bahnhof,,
D17,hamburg altona,freilassing bahnhof,night,Hamburg Altona → Freilassing Bahnhof,DE,
D17,freilassing bahnhof,nurnberg hauptbahnhof,night,Freilassing Bahnhof → Nurnberg Hauptbahnhof,,
D17,freilassing bahnhof,munchen ostbahnhof,night,Freilassing Bahnhof → Munchen Ostbahnhof,,DE
D17,kufstein bahnhof,dortmund hauptbahnhof,night,Kufstein Bahnhof → Dortmund Hauptbahnhof,,
D19,hamburg hauptbahnhof,hamburg altona,night,Hamburg Hauptbahnhof → Hamburg Altona,DE,DE
D1,dortmund hauptbahnhof,nurnberg hauptbahnhof,night,Dortmund Hauptbahnhof → Nurnberg Hauptbahnhof,,
D1,nurnberg hauptbahnhof,passau hauptbahnhof,night,Nurnberg Hauptbahnhof → Passau Hauptbahnhof,,
D1,passau hauptbahnhof,munster westf hbf,night,Passau Hauptbahnhof → Munster Westf,,
D1,salzburg hauptbahnhof,bruxelles midi,night,Salzburg Hauptbahnhof → Bruxelles Midi,AT,BE
D1,dortmund hauptbahnhof,passau hauptbahnhof,night,Dortmund Hauptbahnhof → Passau Hauptbahnhof,,
D1,nurnberg hauptbahnhof,munster westf hbf,night,Nurnberg Hauptbahnhof → Munster Westf,,
D5,munster westf hbf,munchen ostbahnhof,night,Munster Westf → Munchen Ostbahnhof,,DE
D5,kufstein bahnhof,augsburg hauptbahnhof,night,Kufstein Bahnhof → Augsburg Hauptbahnhof,,
D9,nurnberg hauptbahnhof,munchen ostbahnhof,night,Nurnberg Hauptbahnhof → Munchen Ostbahnhof,,DE
D9,koln hauptbahnhof,rosenheim bahnhof,night,Koln Hauptbahnhof → Rosenheim Bahnhof,DE,
D9,dortmund hauptbahnhof,munchen ostbahnhof,night,Dortmund Hauptbahnhof → Munchen Ostbahnhof,,DE
D9,freilassing bahnhof,munster westf hbf,night,Freilassing Bahnhof → Munster Westf,,
D9,augsburg hauptbahnhof,dortmund hauptbahnhof,night,Augsburg Hauptbahnhof → Dortmund Hauptbahnhof,,
D9,freilassing bahnhof,dortmund hauptbahnhof,night,Freilassing Bahnhof → Dortmund Hauptbahnhof,,
D9,bruxelles midi,freilassing bahnhof,night,Bruxelles Midi → Freilassing Bahnhof,BE,
D9,stuttgart hauptbahnhof 1,freilassing bahnhof,night,Stuttgart Hauptbahnhof 1 → Freilassing Bahnhof,,
D9,stuttgart hauptbahnhof 5,freilassing bahnhof,night,Stuttgart Hauptbahnhof 5 → Freilassing Bahnhof,,
D9,stuttgart hauptbahnhof 16,freilassing bahnhof,night,Stuttgart Hauptbahnhof 16 → Freilassing Bahnhof,,
HU1,budapest keleti,gyor palyaudvar,night,Budapest Keleti → Gyor Palyaudvar,HU,
I3,roma stazione di roma tiburtina,bologna stazione di bologna centrale,night,Roma Stazione Di Roma Tiburtina → Bologna Stazione Di Bologna Centrale,,
I3,tarvisio citta boscoverde,bologna stazione di bologna centrale,night,Tarvisio Citta Boscoverde → Bologna Stazione Di Bologna Centrale,,
SI1,zagreb glavni kolodvor,ljubljana zelezniska postaja,night,Zagreb Glavni Kolodvor → Ljubljana Zelezniska Postaja,,
SI2,split zeljeznicki kolodvor,sentilj zelezniska postaja,night,Split Zeljeznicki Kolodvor → Sentilj Zelezniska Postaja,,
SI2,maribor zelezniska postaja,split zeljeznicki kolodvor,night,Maribor Zelezniska Postaja → Split Zeljeznicki Kolodvor,,
SI2,schwarzach st veit bahnhof,mallnitz obervellach bahnhof,night,Schwarzach St Veit Bahnhof → Mallnitz Obervellach Bahnhof,,
SI2,salzburg hauptbahnhof,jesenice si zelezniska posta,night,Salzburg Hauptbahnhof → Jesenice Si Zelezniska Posta,AT,FR
101-D,linz donau hauptbahnhof 1,tp summerau gr,night,Linz Donau Hauptbahnhof 1 → Tp Summerau Gr,,
101-D,tp summerau gr,pregarten bahnhof,night,Tp Summerau Gr → Pregarten Bahnhof,,
101-D,linz donau hauptbahnhof 3,tp summerau gr,night,Linz Donau Hauptbahnhof 3 → Tp Summerau Gr,,
A10,graz hbf 5,bad gastein bahnhof,night,Graz 5 → Gastein Bahnhof,AT,
A10,graz hbf 4,bruck mur bahnhof 4,night,Graz 4 → Bruck Mur Bahnhof 4,AT,
A10,graz hbf 5,bruck mur bahnhof 2,night,Graz 5 → Bruck Mur Bahnhof 2,AT,
A10,graz hbf 6,bruck mur bahnhof 2,night,Graz 6 → Bruck Mur Bahnhof 2,AT,
A10,villach hauptbahnhof,bischofshofen bahnhof,night,Villach Hauptbahnhof → Bischofshofen Bahnhof,,
A10,graz hbf 6,bruck mur bahnhof 3,night,Graz 6 → Bruck Mur Bahnhof 3,AT,
A10,graz hbf 4,bruck mur bahnhof 2,night,Graz 4 → Bruck Mur Bahnhof 2,AT,
A10,graz hbf 3,bruck mur bahnhof 2,night,Graz 3 → Bruck Mur Bahnhof 2,AT,
A10,graz hbf 2,bruck mur bahnhof 2,night,Graz 2 → Bruck Mur Bahnhof 2,AT,
A10,salzburg hauptbahnhof,mallnitz obervellach bahnhof,night,Salzburg Hauptbahnhof → Mallnitz Obervellach Bahnhof,AT,
A10,klagenfurt hauptbahnhof,passering bahnhst,night,Klagenfurt Hauptbahnhof → Passering Bahnhst,,
A10,klagenfurt hauptbahnhof,schwarzach st veit bahnhof,night,Klagenfurt Hauptbahnhof → Schwarzach St Veit Bahnhof,,
A12-1,sentilj zelezniska postaja,wien hauptbahnhof,night,Sentilj Zelezniska Postaja → Wien Hauptbahnhof,,AT
A12-1,graz hbf 2,bruck mur bahnhof 5,night,Graz 2 → Bruck Mur Bahnhof 5,AT,
A12-2,graz hbf 3,wiener neustadt hauptbahnhof,night,Graz 3 → Wiener Neustadt Hauptbahnhof,AT,AT
A12,wien westbahnhof,breclav,night,Wien Westbahnhof → Breclav,AT,
A12,warszawa wschodnia,bohumin,night,Warszawa Wschodnia → Bohumin,,
A12,breclav,wien meidling,night,Breclav → Wien Meidling,,AT
A13,bratislava hlavna stanica,kosice,night,Bratislava Hlavna Stanica → Kosice,,
A13,vocklabruck bahnhof,wels hauptbahnhof,night,Vocklabruck Bahnhof → Wels Hauptbahnhof,,
A13,st margrethen bahnhof,dornbirn bahnhof,night,St Margrethen Bahnhof → Dornbirn Bahnhof,,
A13,wien meidling,wien westbahnhof,night,Wien Meidling → Wien Westbahnhof,AT,AT
A13,wien westbahnhof,bratislava hlavna stanica,night,Wien Westbahnhof → Bratislava Hlavna Stanica,AT,
A13,linz donau hauptbahnhof 10,tullnerfeld bahnhof,night,Linz Donau Hauptbahnhof 10 → Tullnerfeld Bahnhof,,
A14,worgl hbf,hochfilzen bahnhof,night,Worgl → Hochfilzen Bahnhof,,
A14,salzburg hauptbahnhof,katowice stacja kolejowa,night,Salzburg Hauptbahnhof → Katowice Stacja Kolejowa,AT,
A14,wien westbahnhof,linz donau hauptbahnhof 6,night,Wien Westbahnhof → Linz Donau Hauptbahnhof 6,AT,
A14,wien westbahnhof,bischofshofen bahnhof,night,Wien Westbahnhof → Bischofshofen Bahnhof,AT,
A14,breclav,salzburg hauptbahnhof,night,Breclav → Salzburg Hauptbahnhof,,AT
A17,kremsmunster bahnhof,linz donau hauptbahnhof 1,night,Kremsmunster Bahnhof → Linz Donau Hauptbahnhof 1,,
A17,linz donau hauptbahnhof 3,kremsmunster bahnhof,night,Linz Donau Hauptbahnhof 3 → Kremsmunster Bahnhof,,
A17,linz donau hauptbahnhof 3,klaus an der pyhrnbahn bahnhof,night,Linz Donau Hauptbahnhof 3 → Klaus An Der Pyhrnbahn Bahnhof,,
A17,linz donau hauptbahnhof 3,hinterstoder bahnhof,night,Linz Donau Hauptbahnhof 3 → Hinterstoder Bahnhof,,
A17,wien westbahnhof,kirchdorf krems bahnhof,night,Wien Westbahnhof → Kirchdorf Krems Bahnhof,AT,
A17,klaus an der pyhrnbahn bahnhof,linz donau hauptbahnhof 4,night,Klaus An Der Pyhrnbahn Bahnhof → Linz Donau Hauptbahnhof 4,,
A17,bischofshofen bahnhof,stainach irdning bahnhof,night,Bischofshofen Bahnhof → Stainach Irdning Bahnhof,,
A17,schladming bahnhof,stainach irdning bahnhof,night,Schladming Bahnhof → Stainach Irdning Bahnhof,,
A19,stainach irdning bahnhof,bad aussee bahnhof,night,Stainach Irdning Bahnhof → Aussee Bahnhof,,
A19,linz donau hauptbahnhof 6,stainach irdning bahnhof,night,Linz Donau Hauptbahnhof 6 → Stainach Irdning Bahnhof,,
A-1,buchs bahnhof,bludenz bahnhof,night,Buchs Bahnhof → Bludenz Bahnhof,,
A-2,maribor zelezniska postaja,ljubljana zelezniska postaja,night,Maribor Zelezniska Postaja → Ljubljana Zelezniska Postaja,,
A-2,sentilj zelezniska postaja,ljubljana zelezniska postaja,night,Sentilj Zelezniska Postaja → Ljubljana Zelezniska Postaja,,
A-2,sentilj zelezniska postaja,zagreb glavni kolodvor,night,Sentilj Zelezniska Postaja → Zagreb Glavni Kolodvor,,
A-2,freilassing bahnhof,bad gastein bahnhof,night,Freilassing Bahnhof → Gastein Bahnhof,,
A-2,salzburg hauptbahnhof,bad gastein bahnhof,night,Salzburg Hauptbahnhof → Gastein Bahnhof,AT,
A3,chop,tp zahony grenze,night,Chop → Tp Zahony Grenze,,
A4,bruck mur bahnhof 2,zeltweg bahnhof,night,Bruck Mur Bahnhof 2 → Zeltweg Bahnhof,,
A4,bruck mur bahnhof 4,zeltweg bahnhof,night,Bruck Mur Bahnhof 4 → Zeltweg Bahnhof,,
A4,kindberg bahnhof,leoben hauptbahnhof 3,night,Kindberg Bahnhof → Leoben Hauptbahnhof 3,,
A4,murzzuschlag bahnhof,st marein st lorenzen bahnhof,night,Murzzuschlag Bahnhof → St Marein St Lorenzen Bahnhof,,
A4,graz hbf 3,wien hauptbahnhof,night,Graz 3 → Wien Hauptbahnhof,AT,AT
A4,graz hbf 2,wien hauptbahnhof,night,Graz 2 → Wien Hauptbahnhof,AT,AT
A4,villach hauptbahnhof,wien meidling,night,Villach Hauptbahnhof → Wien Meidling,,AT
A4,wien hauptbahnhof,kuhnsdorf klopeiner see bahnhof,night,Wien Hauptbahnhof → Kuhnsdorf Klopeiner See Bahnhof,AT,
A4,wien hauptbahnhof,zeltweg bahnhof,night,Wien Hauptbahnhof → Zeltweg Bahnhof,AT,
A6,graz hbf 6,frohnleiten bahnhof 2,night,Graz 6 → Frohnleiten Bahnhof 2,AT,
A6,graz hbf 3,frohnleiten bahnhof 2,night,Graz 3 → Frohnleiten Bahnhof 2,AT,
A6,graz hbf 2,frohnleiten bahnhof 2,night,Graz 2 → Frohnleiten Bahnhof 2,AT,
A6,wien westbahnhof,weienbach st gallen bahnhof,night,Wien Westbahnhof → Weienbach St Gallen Bahnhof,AT,
A6,windischgarsten bahnhof,trieben bahnhof,night,Windischgarsten Bahnhof → Trieben Bahnhof,,
A6,selzthal bahnhof,ulmerfeld hausmening bahnhof,night,Selzthal Bahnhof → Ulmerfeld Hausmening Bahnhof,,
A6,linz donau hauptbahnhof 4,neuhofen krems bahnhof,night,Linz Donau Hauptbahnhof 4 → Neuhofen Krems Bahnhof,,
A6,graz hauptbahnhof 7,frohnleiten bahnhof 2,night,Graz Hauptbahnhof 7 → Frohnleiten Bahnhof 2,AT,
A7,klagenfurt hauptbahnhof,velden worthersee bahnhof,night,Klagenfurt Hauptbahnhof → Velden Worthersee Bahnhof,,
A8,jenbach bahnhof,brixen i th bahnhof,night,Jenbach Bahnhof → Brixen I Th Bahnhof,,
A8,innsbruck hauptbahnhof,graz hbf 3,night,Innsbruck Hauptbahnhof → Graz 3,AT,AT
A8,innsbruck hauptbahnhof,graz hbf 6,night,Innsbruck Hauptbahnhof → Graz 6,AT,AT
A8,innsbruck hauptbahnhof,graz hbf 4,night,Innsbruck Hauptbahnhof → Graz 4,AT,AT
A8,buchs bahnhof,leoben hauptbahnhof 2,night,Buchs Bahnhof → Leoben Hauptbahnhof 2,,
A8,saalfelden bahnhof,st johann i t bahnhof,night,Saalfelden Bahnhof → St Johann I T Bahnhof,,
A8,schladming bahnhof,altenmarkt bahnhof,night,Schladming Bahnhof → Altenmarkt Bahnhof,,
A8,poham bahnhof,schladming bahnhof,night,Poham Bahnhof → Schladming Bahnhof,,
A8,graz hbf 3,worgl hbf,night,Graz 3 → Worgl,AT,
A8,graz hbf 1b e,innsbruck hauptbahnhof,night,Graz 1b E → Innsbruck Hauptbahnhof,AT,AT
A8,graz hbf 1b e,bludenz bahnhof,night,Graz 1b E → Bludenz Bahnhof,AT,
A95,innsbruck hauptbahnhof,feldkirch bahnhof,night,Innsbruck Hauptbahnhof → Feldkirch Bahnhof,AT,
A95,innsbruck hauptbahnhof,dornbirn bahnhof,night,Innsbruck Hauptbahnhof → Dornbirn Bahnhof,AT,
A96,brixen i th bahnhof,worgl hauptbahnhof,night,Brixen I Th Bahnhof → Worgl Hauptbahnhof,,
A98,simbach inn,wien hauptbahnhof,night,Simbach Inn → Wien Hauptbahnhof,,AT
A98,wien hauptbahnhof,linz donau hauptbahnhof 10,night,Wien Hauptbahnhof → Linz Donau Hauptbahnhof 10,AT,
A98,wels hauptbahnhof,wien hauptbahnhof,night,Wels Hauptbahnhof → Wien Hauptbahnhof,,AT
A9,friesach bahnhof,st veit an der glan bahnhof,night,Friesach Bahnhof → St Veit An Der Glan Bahnhof,,
AD3,wien hauptbahnhof,attnang puchheim bahnhof,night,Wien Hauptbahnhof → Attnang Puchheim Bahnhof,AT,
AD3,salzburg hauptbahnhof,st polten hauptbahnhof,night,Salzburg Hauptbahnhof → St Polten Hauptbahnhof,AT,CH
AD3,freilassing bahnhof,linz donau hauptbahnhof 7,night,Freilassing Bahnhof → Linz Donau Hauptbahnhof 7,,
CH2,lindau reutin,st margrethen bahnhof,night,Lindau Reutin → St Margrethen Bahnhof,,
E8,graz hbf 6,graz puntigam bahnhof,night,Graz 6 → Graz Puntigam Bahnhof,AT,AT
E8,szentgotthard palyaudvar,feldbach 2,night,Szentgotthard Palyaudvar → Feldbach 2,,
