route_name,origin,destination,service_type,route_name_simple,origin_country,destination_country
RE,basel bad bf,freiburg breisgau hbf,night,Basel → Freiburg Breisgau,CH,CH
RE,weil am rhein,freiburg breisgau herdern,night,Weil Am Rhein → Freiburg Breisgau Herdern,CH,CH
RE,efringen kirchen,gundelfingen breisgau,night,Efringen Kirchen → Gundelfingen Breisgau,CH,CH
RE,freiburg breisgau hbf,emmendingen,night,Freiburg Breisgau → Emmendingen,CH,CH
RE,emmendingen,friesenheim baden,night,Emmendingen → Friesenheim Baden,CH,CH
RE,basel bad bf,freiburg breisgau zahringen,night,Basel → Freiburg Breisgau Zahringen,CH,CH
RE,karlsruhe hbf,ringsheim europa park,night,Karlsruhe → Ringsheim Europa Park,CH,CH
RE,freiburg breisgau hbf,ringsheim europa park,night,Freiburg Breisgau → Ringsheim Europa Park,CH,CH
RE,freiburg breisgau hbf,haltingen,night,Freiburg Breisgau → Haltingen,CH,CH
RE,offenburg,mullheim im markgraflerland,night,Offenburg → Mullheim Im Markgraflerland,CH,CH
RE,freiburg breisgau hbf,friesenheim baden,night,Freiburg Breisgau → Friesenheim Baden,CH,CH
RE,offenburg,denzlingen,night,Offenburg → Denzlingen,CH,CH
RE,freiburg breisgau hbf,lahr schwarzw,night,Freiburg Breisgau → Lahr Schwarzw,CH,CH
RE,freiburg breisgau hbf,renchen d,night,Freiburg Breisgau → Renchen D,CH,CH
RE,karlsruhe hbf,orschweier,night,Karlsruhe → Orschweier,CH,CH
RE,karlsruhe hbf,herbolzheim breisgau,night,Karlsruhe → Herbolzheim Breisgau,CH,CH
RE,freiburg breisgau hbf,appenweier,night,Freiburg Breisgau → Appenweier,CH,CH
RE,freiburg breisgau hbf,efringen kirchen,night,Freiburg Breisgau → Efringen Kirchen,CH,CH
RE,karlsruhe hbf,rastatt,night,Karlsruhe → Rastatt,CH,CH
RE,karlsruhe hbf,renchen d,night,Karlsruhe → Renchen D,CH,CH
RE,rastatt,offenburg,night,Rastatt → Offenburg,CH,CH
RE,rastatt,ringsheim europa park,night,Rastatt → Ringsheim Europa Park,CH,CH
RE,karlsruhe hbf,achern,night,Karlsruhe → Achern,CH,CH
RE,freiburg breisgau hbf,herbolzheim breisgau,night,Freiburg Breisgau → Herbolzheim Breisgau,CH,CH
RE,denzlingen,achern,night,Denzlingen → Achern,CH,CH
RE,offenburg,karlsruhe hbf,night,Offenburg → Karlsruhe,CH,CH
RE,basel bad bf,mullheim im markgraflerland,night,Basel → Mullheim Im Markgraflerland,CH,CH
RE,emmendingen,buhl baden,night,Emmendingen → Buhl Baden,CH,CH
RE,efringen kirchen,herbolzheim breisgau,night,Efringen Kirchen → Herbolzheim Breisgau,CH,CH
RE,freiburg breisgau hbf,weil am rhein,night,Freiburg Breisgau → Weil Am Rhein,CH,CH
RB,korntal,heimerdingen,night,Korntal → Heimerdingen,CH,CH
RB,rudersberg oberndorf,schorndorf,night,Rudersberg Oberndorf → Schorndorf,CH,CH
RB,schorndorf,rudersberg,night,Schorndorf → Rudersberg,CH,CH
RB,boblingen,weil im schonbuch rote,night,Boblingen → Weil Im Schonbuch Rote,CH,CH
RB,dettenhausen,boblingen sud,night,Dettenhausen → Boblingen Sud,CH,CH
RB,boblingen,holzgerlingen bahnhof,night,Boblingen → Holzgerlingen Bahnhof,CH,CH
RB,neuffen,nurtingen,night,Neuffen → Nurtingen,CH,CH
S62,singen hohentwiel,herblingen,night,Singen Hohentwiel → Herblingen,CH,CH
S62,herblingen,konstanz,night,Herblingen → Konstanz,CH,CH
S5,weil am rhein,lorrach hbf,night,Weil Am Rhein → Lorrach,CH,CH
S5,weil am rhein,lorrach haagen messe,night,Weil Am Rhein → Lorrach Haagen Messe,CH,CH
S5,schopfheim,lorrach stetten,night,Schopfheim → Lorrach Stetten,CH,CH
S6,engen,allensbach,night,Engen → Allensbach,CH,CH
S6,singen hohentwiel,konstanz furstenberg,night,Singen Hohentwiel → Konstanz Furstenberg,CH,CH
RB,konstanz,triberg,night,Konstanz → Triberg,CH,CH
S6,basel bad bf,steinen d,night,Basel → Steinen D,CH,CH
S6,basel sbb,lorrach brombach hauingen,night,Basel Sbb → Lorrach Brombach Hauingen,CH,CH
S5,steinen d,weil am rhein pfadlistrasse,night,Steinen D → Weil Am Rhein Pfadlistrasse,CH,CH
S5,schopfheim,weil am rhein ost,night,Schopfheim → Weil Am Rhein Ost,CH,CH
TGV,modane,paris gare de lyon,night,Modane → Paris de Lyon,CH,CH
TGV,modane,douai,night,Modane → Douai,CH,CH
TGV,lille flandres,saint michel valloire,night,Lille Flandres → Saint Michel Valloire,CH,CH
TGV,quimper,chambery challes les eaux,night,Quimper → Chambery Challes les Eaux,CH,CH
TGV,brest f,saint avre la chambre,night,Brest F → Saint Avre la Chambre,CH,CH
TGV,modane,redon,night,Modane → Redon,CH,CH
TGV,modane,saint brieuc,night,Modane → Saint Brieuc,CH,CH
TGV,paris gare de lyon,st gervais les bains le fayet,night,Paris de Lyon → St Gervais les Bains le Fayet,CH,CH
TGV,nantes,st gervais les bains le fayet,night,Nantes → St Gervais les Bains le Fayet,CH,CH
TGV,modane,rennes,night,Modane → Rennes,CH,CH
TGV,evian les bains,paris gare de lyon,night,Evian les Bains → Paris de Lyon,CH,CH
TGV,paris gare de lyon,grenoble,night,Paris de Lyon → Grenoble,CH,CH
TGV,paris gare de lyon,valence,night,Paris de Lyon → Valence,CH,CH
TGV,nantes,grenoble,night,Nantes → Grenoble,CH,CH
TGV,rennes,grenoble,night,Rennes → Grenoble,CH,CH
TGV,bourg saint maurice,paris gare de lyon,night,Bourg Saint Maurice → Paris de Lyon,CH,CH
TGV,le havre,bourg saint maurice,night,le Havre → Bourg Saint Maurice,CH,CH
TGV,nantes,bourg saint maurice,night,Nantes → Bourg Saint Maurice,CH,CH
TGV,brest f,albertville,night,Brest F → Albertville,CH,CH
TGV,bourg saint maurice,rennes,night,Bourg Saint Maurice → Rennes,CH,CH
TGV,colmar,paris est,night,Colmar → Paris Est,CH,CH
TGV,strasbourg,paris est,night,Strasbourg → Paris Est,CH,CH
TGV,paris est,nancy,night,Paris Est → Nancy,CH,CH
TGV,paris est,remiremont,night,Paris Est → Remiremont,CH,CH
TGV,paris est,saint die des vosges,night,Paris Est → Saint Die des Vosges,CH,CH
TGV,paris est,metz ville,night,Paris Est → Metz Ville,CH,CH
TGV,reims,paris est,night,Reims → Paris Est,CH,CH
TGV,paris est,sedan,night,Paris Est → Sedan,CH,CH
TGV,paris est,charleville mezieres,night,Paris Est → Charleville Mezieres,CH,CH
TGV,bar le duc,paris est,night,Bar le Duc → Paris Est,CH,CH
TGV,paris est,chalons en champagne,night,Paris Est → Chalons En Champagne,CH,CH
IC,paris austerlitz,aurillac,night,Paris Austerlitz → Aurillac,CH,CH
TER,nevers,paris austerlitz,night,Nevers → Paris Austerlitz,CH,CH
TER,nevers,orleans,night,Nevers → Orleans,CH,CH
TER,nevers,paris bercy,night,Nevers → Paris Bercy,CH,CH
IC,nantes,roanne,night,Nantes → Roanne,CH,CH
IC,nantes,nevers,night,Nantes → Nevers,CH,CH
IC,lyon perrache,saumur rive droite,night,Lyon Perrache → Saumur Rive Droite,CH,CH
TGV,lille europe,marseille saint charles,night,Lille Europe → Marseille Saint Charles,CH,CH
TGV,lille flandres,marseille saint charles,night,Lille Flandres → Marseille Saint Charles,CH,CH
TGV,lille flandres,aime la plagne,night,Lille Flandres → Aime la Plagne,CH,CH
TGV,lille europe,montpellier saint roch,night,Lille Europe → Montpellier Saint Roch,CH,CH
TGV,lille europe,lyon part dieu,night,Lille Europe → Lyon Part Dieu,CH,CH
TGV,montpellier saint roch,lille flandres,night,Montpellier Saint Roch → Lille Flandres,CH,CH
TGV,bourg saint maurice,arras,night,Bourg Saint Maurice → Arras,CH,CH
TGV,montpellier sud de france,lille europe,night,Montpellier Sud de France → Lille Europe,CH,CH
TGV,lyon perrache,lille europe,night,Lyon Perrache → Lille Europe,CH,CH
TGV,lyon perrache,lille flandres,night,Lyon Perrache → Lille Flandres,CH,CH
TGV,nantes,montpellier sud de france,night,Nantes → Montpellier Sud de France,CH,CH
TGV,lyon part dieu,montpellier sud de france,night,Lyon Part Dieu → Montpellier Sud de France,CH,CH
TGV,nantes,lyon perrache,night,Nantes → Lyon Perrache,CH,CH
TGV,nantes,marseille saint charles,night,Nantes → Marseille Saint Charles,CH,CH
TGV,le havre,marseille saint charles,night,le Havre → Marseille Saint Charles,CH,CH
TGV,lyon part dieu,marseille saint charles,night,Lyon Part Dieu → Marseille Saint Charles,CH,CH
TGV,rennes,marseille saint charles,night,Rennes → Marseille Saint Charles,CH,CH
TGV,rennes,lyon part dieu,night,Rennes → Lyon Part Dieu,CH,CH
TGV,rennes,montpellier saint roch,night,Rennes → Montpellier Saint Roch,CH,CH
TGV,rennes,lyon perrache,night,Rennes → Lyon Perrache,CH,CH
TGV,lyon part dieu,nantes,night,Lyon Part Dieu → Nantes,CH,CH
TGV,lyon part dieu,le havre,night,Lyon Part Dieu → le Havre,CH,CH
TGV,bordeaux st jean,strasbourg,night,Bordeaux St Jean → Strasbourg,CH,CH
TGV,strasbourg,angouleme,night,Strasbourg → Angouleme,CH,CH
TGV,rennes,strasbourg,night,Rennes → Strasbourg,CH,CH
TGV,quimper,champagne ardenne tgv,night,Quimper → Champagne Ardenne Tgv,CH,CH
TGV,strasbourg,vannes,night,Strasbourg → Vannes,CH,CH
TGV,nantes,strasbourg,night,Nantes → Strasbourg,CH,CH
TGV,montpellier saint roch,colmar,night,Montpellier Saint Roch → Colmar,CH,CH
TGV,lyon perrache,strasbourg,night,Lyon Perrache → Strasbourg,CH,CH
TGV,nice ville,lyon part dieu,night,Nice Ville → Lyon Part Dieu,CH,CH
TGV,toulon,belfort montbeliard tgv,night,Toulon → Belfort Montbeliard Tgv,CH,CH
TGV,marseille saint charles,mulhouse,night,Marseille Saint Charles → Mulhouse,CH,CH
TGV,metz ville,nimes,night,Metz Ville → Nimes,CH,CH
TGV,metz ville,montpellier saint roch,night,Metz Ville → Montpellier Saint Roch,CH,CH
TGV,strasbourg,montpellier saint roch,night,Strasbourg → Montpellier Saint Roch,CH,CH
TGV,strasbourg,aix en provence tgv,night,Strasbourg → Aix En Provence Tgv,CH,CH
TGV,nancy,avignon tgv,night,Nancy → Avignon Tgv,CH,CH
TGV,nancy,aix en provence tgv,night,Nancy → Aix En Provence Tgv,CH,CH
IC,paris austerlitz,briancon,night,Paris Austerlitz → Briancon,CH,CH
IC,paris austerlitz,l argentiere les ecrins,night,Paris Austerlitz → L Argentiere les Ecrins,CH,CH
IC,paris bercy,l argentiere les ecrins,night,Paris Bercy → L Argentiere les Ecrins,CH,CH
IC,briancon,crest,night,Briancon → Crest,CH,CH
IC,briancon,paris bercy,night,Briancon → Paris Bercy,CH,CH
TER,nevers,nemours saint pierre,night,Nevers → Nemours Saint Pierre,CH,CH
TER,paris bercy,pougues les eaux,night,Paris Bercy → Pougues les Eaux,CH,CH
TER,paris bercy,fourchambault,night,Paris Bercy → Fourchambault,CH,CH
TER,nevers,montargis,night,Nevers → Montargis,CH,CH
IC,clermont ferrand,paris bercy,night,Clermont Ferrand → Paris Bercy,CH,CH
TGV,paris gare de lyon,avignon centre,night,Paris de Lyon → Avignon Centre,CH,CH
TGV,paris gare de lyon,miramas,night,Paris de Lyon → Miramas,CH,CH
TGV,montpellier saint roch,paris gare de lyon,night,Montpellier Saint Roch → Paris de Lyon,CH,CH
TGV,perpignan,paris gare de lyon,night,Perpignan → Paris de Lyon,CH,CH
TGV,montpellier sud de france,paris gare de lyon,night,Montpellier Sud de France → Paris de Lyon,CH,CH
TGV,lyon perrache,paris gare de lyon,night,Lyon Perrache → Paris de Lyon,CH,CH
TGV,lyon part dieu,paris gare de lyon,night,Lyon Part Dieu → Paris de Lyon,CH,CH
TGV,paris gare de lyon,saint etienne chateaucreux,night,Paris de Lyon → Saint Etienne Chateaucreux,CH,CH
TGV,mulhouse,paris gare de lyon,night,Mulhouse → Paris de Lyon,CH,CH
TGV,paris gare de lyon,besancon viotte,night,Paris de Lyon → Besancon Viotte,CH,CH
TGV,dijon,paris gare de lyon,night,Dijon → Paris de Lyon,CH,CH
TGV,lyon part dieu,toulon,night,Lyon Part Dieu → Toulon,CH,CH
TGV,lyon part dieu,toulouse matabiau,night,Lyon Part Dieu → Toulouse Matabiau,CH,CH
TGV,lyon part dieu,montpellier saint roch,night,Lyon Part Dieu → Montpellier Saint Roch,CH,CH
TGV,nice ville,valence tgv rhone alpes sud,night,Nice Ville → Valence Tgv Rhone Alpes Sud,CH,CH
TGV,paris gare de lyon,annecy,night,Paris de Lyon → Annecy,CH,CH
TGV,paris gare de lyon,aix les bains le revard,night,Paris de Lyon → Aix les Bains le Revard,CH,CH
TGV,paris gare de lyon,chambery challes les eaux,night,Paris de Lyon → Chambery Challes les Eaux,CH,CH
TGV,paris gare de lyon,frasne,night,Paris de Lyon → Frasne,CH,CH
TGV,bellegarde sur valserine,paris gare de lyon,night,Bellegarde Sur Valserine → Paris de Lyon,CH,CH
TGV,strasbourg,marseille saint charles,night,Strasbourg → Marseille Saint Charles,CH,CH
TGV,metz ville,avignon tgv,night,Metz Ville → Avignon Tgv,CH,CH
TGV,strasbourg,lyon part dieu,night,Strasbourg → Lyon Part Dieu,CH,CH
TGV,marseille saint charles,aeroport charles de gaulle tgv,night,Marseille Saint Charles → Aeroport Charles de Gaulle Tgv,CH,CH
IC,beziers,severac le chateau,night,Beziers → Severac le Chateau,CH,CH
IC,clermont ferrand,marvejols,night,Clermont Ferrand → Marvejols,CH,CH
IC,neussargues,millau,night,Neussargues → Millau,CH,CH
TER,tours,vierzon,night,Tours → Vierzon,CH,CH
TER,lyon perrache,gilly sur loire,night,Lyon Perrache → Gilly Sur Loire,CH,CH
TER,gap,romans bourg de peage,night,Gap → Romans Bourg de Peage,CH,CH
TER,romans bourg de peage,chorges,night,Romans Bourg de Peage → Chorges,CH,CH
TER,briancon,saillans,night,Briancon → Saillans,CH,CH
TER,valence,embrun,night,Valence → Embrun,CH,CH
TER,valence,briancon,night,Valence → Briancon,CH,CH
TER,grenoble,valence,night,Grenoble → Valence,CH,CH
TER,chambery challes les eaux,romans bourg de peage,night,Chambery Challes les Eaux → Romans Bourg de Peage,CH,CH
TER,annecy,grenoble,night,Annecy → Grenoble,CH,CH
TER,annecy,chambery challes les eaux,night,Annecy → Chambery Challes les Eaux,CH,CH
TER,aix les bains le revard,saint hilaire st nazaire,night,Aix les Bains le Revard → Saint Hilaire St Nazaire,CH,CH
TER,chambery challes les eaux,valence,night,Chambery Challes les Eaux → Valence,CH,CH
TER,valence,pontcharra sur breda allevard,night,Valence → Pontcharra Sur Breda Allevard,CH,CH
TER,valence,montmelian,night,Valence → Montmelian,CH,CH
TER,grenoble,lyon part dieu,night,Grenoble → Lyon Part Dieu,CH,CH
TER,lyon part dieu,st andre le gaz,night,Lyon Part Dieu → St Andre le Gaz,CH,CH
TER,marseille saint charles,montelimar,night,Marseille Saint Charles → Montelimar,CH,CH
TER,avignon centre,le peage de roussillon,night,Avignon Centre → le Peage de Roussillon,CH,CH
TER,lyon part dieu,pierrelatte,night,Lyon Part Dieu → Pierrelatte,CH,CH
TER,lyon part dieu,avignon centre,night,Lyon Part Dieu → Avignon Centre,CH,CH
TER,dijon,paris bercy,night,Dijon → Paris Bercy,CH,CH
TER,macon,tonnerre,night,Macon → Tonnerre,CH,CH
TER,macon,dijon,night,Macon → Dijon,CH,CH
TER,lyon perrache,beaune,night,Lyon Perrache → Beaune,CH,CH
TER,lyon part dieu,dijon,night,Lyon Part Dieu → Dijon,CH,CH
TER,laroche migennes,dijon,night,Laroche Migennes → Dijon,CH,CH
TER,dijon,belleville sur saone,night,Dijon → Belleville Sur Saone,CH,CH
TER,annecy,lyon part dieu,night,Annecy → Lyon Part Dieu,CH,CH
TER,aix les bains le revard,lyon part dieu,night,Aix les Bains le Revard → Lyon Part Dieu,CH,CH
TER,lyon part dieu,chambery challes les eaux,night,Lyon Part Dieu → Chambery Challes les Eaux,CH,CH
TER,le valdahon,morteau,night,le Valdahon → Morteau,CH,CH
TER,morteau,besancon mouillere,night,Morteau → Besancon Mouillere,CH,CH
TER,besancon viotte,avoudrey,night,Besancon Viotte → Avoudrey,CH,CH
TER,morteau,morre,night,Morteau → Morre,CH,CH
TER,pontarlier,frasne,night,Pontarlier → Frasne,CH,CH
TER,pontarlier,labergement sainte marie,night,Pontarlier → Labergement Sainte Marie,CH,CH
TER,frasne,labergement sainte marie,night,Frasne → Labergement Sainte Marie,CH,CH
TER,saint gervais les bains,les moussoux,night,Saint Gervais les Bains → les Moussoux,CH,CH
TER,chamonix mont blanc,vallorcine f,night,Chamonix Mont Blanc → Vallorcine F,CH,CH
TER,vallorcine f,les moussoux,night,Vallorcine F → les Moussoux,CH,CH
TER,chamonix mont blanc,servoz,night,Chamonix Mont Blanc → Servoz,CH,CH
TER,martigny,vallorcine f,night,Martigny → Vallorcine F,CH,CH
TER,les houches,la joux f,night,les Houches → la Joux F,CH,CH
TER,les houches,chamonix mont blanc,night,les Houches → Chamonix Mont Blanc,CH,CH
TER,saint louis haut rhin,strasbourg,night,Saint Louis Haut Rhin → Strasbourg,CH,CH
TER,strasbourg,mulhouse,night,Strasbourg → Mulhouse,CH,CH
TER,paris bercy,laroche migennes,night,Paris Bercy → Laroche Migennes,CH,CH
TER,lyon part dieu,nuits sous ravieres,night,Lyon Part Dieu → Nuits Sous Ravieres,CH,CH
TER,montchanin,chalon sur saone,night,Montchanin → Chalon Sur Saone,CH,CH
TER,annemasse,evian les bains,night,Annemasse → Evian les Bains,CH,CH
TER,annemasse,thonon les bains,night,Annemasse → Thonon les Bains,CH,CH
TER,annemasse,annecy,night,Annemasse → Annecy,CH,CH
TER,la roche sur foron,annecy,night,la Roche Sur Foron → Annecy,CH,CH
TER,annemasse,st gervais les bains le fayet,night,Annemasse → St Gervais les Bains le Fayet,CH,CH
TER,la roche sur foron,st gervais les bains le fayet,night,la Roche Sur Foron → St Gervais les Bains le Fayet,CH,CH
TER,forbach,metz ville,night,Forbach → Metz Ville,CH,CH
TER,bening les saint avold,metz ville,night,Bening les Saint Avold → Metz Ville,CH,CH
TER,strasbourg,diemeringen,night,Strasbourg → Diemeringen,CH,CH
TER,strasbourg,sarreguemines,night,Strasbourg → Sarreguemines,CH,CH
TER,mommenheim,strasbourg,night,Mommenheim → Strasbourg,CH,CH
TER,metz ville,thionville,night,Metz Ville → Thionville,CH,CH
TER,saint louis haut rhin,mulhouse,night,Saint Louis Haut Rhin → Mulhouse,CH,CH
TER,lyon part dieu,bellegarde sur valserine,night,Lyon Part Dieu → Bellegarde Sur Valserine,CH,CH
TER,lyon part dieu,st gervais les bains le fayet,night,Lyon Part Dieu → St Gervais les Bains le Fayet,CH,CH
TER,lyon part dieu,magland,night,Lyon Part Dieu → Magland,CH,CH
TER,grenoble,bellegarde sur valserine,night,Grenoble → Bellegarde Sur Valserine,CH,CH
TER,valence,bellegarde sur valserine,night,Valence → Bellegarde Sur Valserine,CH,CH
TER,chambery challes les eaux,bellegarde sur valserine,night,Chambery Challes les Eaux → Bellegarde Sur Valserine,CH,CH
TER,bellegarde sur valserine,valence tgv rhone alpes sud,night,Bellegarde Sur Valserine → Valence Tgv Rhone Alpes Sud,CH,CH
TER,pougny chancy,bellegarde sur valserine,night,Pougny Chancy → Bellegarde Sur Valserine,CH,CH
TER,strasbourg,steinbourg,night,Strasbourg → Steinbourg,CH,CH
TER,saverne,vendenheim,night,Saverne → Vendenheim,CH,CH
TER,strasbourg,sarrebourg,night,Strasbourg → Sarrebourg,CH,CH
TER,krimmeri meinau,strasbourg,night,Krimmeri Meinau → Strasbourg,CH,CH
TER,krimmeri meinau,mulhouse,night,Krimmeri Meinau → Mulhouse,CH,CH
TER,strasbourg,metz ville,night,Strasbourg → Metz Ville,CH,CH
TER,belfort,mulhouse,night,Belfort → Mulhouse,CH,CH
TER,strasbourg,haguenau,night,Strasbourg → Haguenau,CH,CH
TER,strasbourg,wissembourg,night,Strasbourg → Wissembourg,CH,CH
TER,wissembourg,kurtzenhouse,night,Wissembourg → Kurtzenhouse,CH,CH
TER,strasbourg,rountzenheim,night,Strasbourg → Rountzenheim,CH,CH
TER,lauterbourg,la wantzenau,night,Lauterbourg → la Wantzenau,CH,CH
TER,strasbourg,roeschwoog,night,Strasbourg → Roeschwoog,CH,CH
TER,lauterbourg,herrlisheim,night,Lauterbourg → Herrlisheim,CH,CH
TER,roeschwoog,bischheim,night,Roeschwoog → Bischheim,CH,CH
TER,lauterbourg,kilstett,night,Lauterbourg → Kilstett,CH,CH
TER,strasbourg,lauterbourg,night,Strasbourg → Lauterbourg,CH,CH
TER,strasbourg,molsheim,night,Strasbourg → Molsheim,CH,CH
TER,krimmeri meinau,kalhausen,night,Krimmeri Meinau → Kalhausen,CH,CH
TER,colmar,metzeral,night,Colmar → Metzeral,CH,CH
TER,metzeral,logelbach,night,Metzeral → Logelbach,CH,CH
TER,colmar,gunsbach griesbach,night,Colmar → Gunsbach Griesbach,CH,CH
TER,metzeral,saint gilles lycee haut rhin,night,Metzeral → Saint Gilles Lycee Haut Rhin,CH,CH
TER,colmar,breitenbach f,night,Colmar → Breitenbach F,CH,CH
TER,colmar,luttenbach pres munster,night,Colmar → Luttenbach Pres Munster,CH,CH
TER,metzeral,colmar saint joseph,night,Metzeral → Colmar Saint Joseph,CH,CH
TER,metzeral,ingersheim cite scolaire,night,Metzeral → Ingersheim Cite Scolaire,CH,CH
TER,colmar,munster,night,Colmar → Munster,CH,CH
TER,colmar,munster badischhof,night,Colmar → Munster Badischhof,CH,CH
TER,colmar,muhlbach sur munster,night,Colmar → Muhlbach Sur Munster,CH,CH
TER,metzeral,turckheim,night,Metzeral → Turckheim,CH,CH
TER,munster,colmar saint joseph,night,Munster → Colmar Saint Joseph,CH,CH
TER,selestat,strasbourg,night,Selestat → Strasbourg,CH,CH
TER,strasbourg,ebersheim,night,Strasbourg → Ebersheim,CH,CH
TER,selestat,graffenstaden,night,Selestat → Graffenstaden,CH,CH
TER,colmar,strasbourg,night,Colmar → Strasbourg,CH,CH
TER,mulhouse,colmar,night,Mulhouse → Colmar,CH,CH
TER,strasbourg,barr,night,Strasbourg → Barr,CH,CH
TER,barr,duttlenheim,night,Barr → Duttlenheim,CH,CH
TER,strasbourg,obernai,night,Strasbourg → Obernai,CH,CH
TER,strasbourg,rosheim,night,Strasbourg → Rosheim,CH,CH
TER,selestat,bischoffsheim,night,Selestat → Bischoffsheim,CH,CH
TER,selestat,rosheim,night,Selestat → Rosheim,CH,CH
TER,selestat,barr,night,Selestat → Barr,CH,CH
TER,strasbourg,wisches,night,Strasbourg → Wisches,CH,CH
TER,rothau,dachstein,night,Rothau → Dachstein,CH,CH
TER,saales,mullerhof,night,Saales → Mullerhof,CH,CH
TER,strasbourg,schirmeck la broque,night,Strasbourg → Schirmeck la Broque,CH,CH
TER,rothau,molsheim,night,Rothau → Molsheim,CH,CH
TER,rothau,mutzig,night,Rothau → Mutzig,CH,CH
TER,saales,urmatt,night,Saales → Urmatt,CH,CH
TER,saint die des vosges,wisches,night,Saint Die des Vosges → Wisches,CH,CH
TER,strasbourg,russ hersbach,night,Strasbourg → Russ Hersbach,CH,CH
TER,saint die des vosges,gresswiller,night,Saint Die des Vosges → Gresswiller,CH,CH
TER,rothau,entzheim aeroport,night,Rothau → Entzheim Aeroport,CH,CH
TER,saint die des vosges,rothau,night,Saint Die des Vosges → Rothau,CH,CH
TER,strasbourg,gresswiller,night,Strasbourg → Gresswiller,CH,CH
TER,saint die des vosges,lutzelhouse,night,Saint Die des Vosges → Lutzelhouse,CH,CH
TER,epinal,wisches,night,Epinal → Wisches,CH,CH
TER,epinal,schirmeck la broque,night,Epinal → Schirmeck la Broque,CH,CH
TER,saales,gresswiller,night,Saales → Gresswiller,CH,CH
TER,strasbourg,rothau,night,Strasbourg → Rothau,CH,CH
TER,saales,mutzig,night,Saales → Mutzig,CH,CH
TER,epinal,lutzelhouse,night,Epinal → Lutzelhouse,CH,CH
TER,epinal,rothau,night,Epinal → Rothau,CH,CH
TER,strasbourg,saint blaise la roche poutay,night,Strasbourg → Saint Blaise la Roche Poutay,CH,CH
TER,epinal,urmatt,night,Epinal → Urmatt,CH,CH
TER,saint die des vosges,entzheim aeroport,night,Saint Die des Vosges → Entzheim Aeroport,CH,CH
TER,strasbourg,saales,night,Strasbourg → Saales,CH,CH
TER,sarrebourg,mommenheim,night,Sarrebourg → Mommenheim,CH,CH
TER,selestat,stephansfeld,night,Selestat → Stephansfeld,CH,CH
TER,mommenheim,erstein,night,Mommenheim → Erstein,CH,CH
TER,mulhouse,benfeld,night,Mulhouse → Benfeld,CH,CH
TER,strasbourg,raedersheim,night,Strasbourg → Raedersheim,CH,CH
TER,thann saint jacques,kruth,night,Thann Saint Jacques → Kruth,CH,CH
TER,thann saint jacques,wesserling,night,Thann Saint Jacques → Wesserling,CH,CH
TER,mulhouse,thann saint jacques,night,Mulhouse → Thann Saint Jacques,CH,CH
TER,wesserling,vieux thann,night,Wesserling → Vieux Thann,CH,CH
TER,wesserling,thann,night,Wesserling → Thann,CH,CH
TER,thann,kruth,night,Thann → Kruth,CH,CH
TER,willer sur thur,mulhouse,night,Willer Sur Thur → Mulhouse,CH,CH
TER,mulhouse,thann,night,Mulhouse → Thann,CH,CH
TER,thann,fellering,night,Thann → Fellering,CH,CH
TER,kruth,vieux thann zone industrielle,night,Kruth → Vieux Thann Zone Industrielle,CH,CH
TER,wesserling,cernay,night,Wesserling → Cernay,CH,CH
TER,mulhouse,bitschwiller les thann,night,Mulhouse → Bitschwiller les Thann,CH,CH
TER,mulhouse,saint amarin,night,Mulhouse → Saint Amarin,CH,CH
TER,haguenau,niederbronn les bains,night,Haguenau → Niederbronn les Bains,CH,CH
TER,niederbronn les bains,strasbourg,night,Niederbronn les Bains → Strasbourg,CH,CH
TER,strasbourg,schweighouse sur moder,night,Strasbourg → Schweighouse Sur Moder,CH,CH
TER,niederbronn les bains,weyersheim,night,Niederbronn les Bains → Weyersheim,CH,CH
TER,longwy,nancy,night,Longwy → Nancy,CH,CH
TER,nancy,conflans jarny,night,Nancy → Conflans Jarny,CH,CH
TER,nancy,verdun,night,Nancy → Verdun,CH,CH
TER,thionville,longuyon,night,Thionville → Longuyon,CH,CH
TER,longwy,thionville,night,Longwy → Thionville,CH,CH
TER,conflans jarny,hagondange,night,Conflans Jarny → Hagondange,CH,CH
TER,metz ville,hatrize,night,Metz Ville → Hatrize,CH,CH
TER,metz ville,verdun,night,Metz Ville → Verdun,CH,CH
TER,hagondange,verdun,night,Hagondange → Verdun,CH,CH
TER,metz ville,conflans jarny,night,Metz Ville → Conflans Jarny,CH,CH
TER,conflans jarny,verdun,night,Conflans Jarny → Verdun,CH,CH
TER,luneville,frouard,night,Luneville → Frouard,CH,CH
TER,bar le duc,champigneulles,night,Bar le Duc → Champigneulles,CH,CH
TER,bar le duc,dombasle sur meurthe,night,Bar le Duc → Dombasle Sur Meurthe,CH,CH
TER,bar le duc,nancy,night,Bar le Duc → Nancy,CH,CH
TER,revigny,varangeville saint nicolas,night,Revigny → Varangeville Saint Nicolas,CH,CH
TER,nancy,luneville,night,Nancy → Luneville,CH,CH
TER,commercy,rosieres aux salines,night,Commercy → Rosieres Aux Salines,CH,CH
TER,nancy,epernay,night,Nancy → Epernay,CH,CH
TER,epernay,foug,night,Epernay → Foug,CH,CH
TER,bar le duc,frouard,night,Bar le Duc → Frouard,CH,CH
TER,reims,frouard,night,Reims → Frouard,CH,CH
TER,reims,pagny sur meuse,night,Reims → Pagny Sur Meuse,CH,CH
TER,nancy,lerouville,night,Nancy → Lerouville,CH,CH
